WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
80009671,08/29/2017,11/09/17,90020214,102.5,GC05-20-01690-01-015,R,GC05-17-006-03,R,,3,GC05-20
80008700,05/29/2017,09/15/2017,22642,0,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80008728,04/08/17,09/15/2017,90020215,1404,GC05-20-01690-01-015,R,GC05-17-912-01,J,,5,GC05-20
80008735,04/08/17,09/15/2017,90020473,544,GC05-35-02600-01-030,R,GC05-17-910-01,J,,5,GC05-35
80008739,04/08/17,09/15/2017,90020199,413.9,GC05-20-01330-01-048,R,GC05-17-904-01,J,,5,GC05-20
80008772,04/08/17,09/15/2017,90020089,1088,GC05-15-01180-01-005,R,GC05-17-902-01,J,,5,GC05-15
80008862,04/08/17,09/15/2017,90020142,0,GC05-15-01270-01-005,R,GC05-17-903-01,J,,5,GC05-15
80009379,07/25/2017,09/15/2017,90020208,11728,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80009384,04/08/17,09/15/2017,22504,1548,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80009418,07/31/2017,09/15/2017,90020138,15000.5,GC05-15-01270-01-005,R,GC05-17-903-01,J,,5,GC05-15
80009419,07/31/2017,09/15/2017,90020056,2642,GC05-10-01690-01-015,R,GC05-17-901-01,J,,5,GC05-10
80009420,07/31/2017,09/15/2017,90020206,1632,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80009421,07/31/2017,09/15/2017,90020194,1883,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80009422,07/31/2017,09/15/2017,90020626,3240,GC05-15-01180-01-005,R,GC05-17-902-01,J,,5,GC05-15
80009423,07/31/2017,09/15/2017,90020666,272,GC05-35-02600-01-900,R,GC05-17-910-01,J,,5,GC05-35
80009424,07/31/2017,09/15/2017,90020137,1326,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80009426,07/31/2017,09/15/2017,90020162,1224,GC05-20-01330-01-005,R,GC05-17-904-01,J,,5,GC05-20
80009438,01/08/17,09/15/2017,90020243,1054,GC05-25-01420-01-030,R,GC05-17-007-03,R,,4,GC05-25
80009439,01/08/17,09/15/2017,90020276,587.5,GC05-25-01420-02-030,R,GC05-17-007-03,R,,4,GC05-25
80009440,01/08/17,09/15/2017,90020317,1496,GC05-25-01690-01-005,R,GC05-17-008-03,R,,4,GC05-25
80009443,02/08/17,09/15/2017,90020198,1320,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80009444,02/08/17,09/15/2017,90020207,13698.5,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80009446,02/08/17,09/15/2017,22314,1530,GC05-35-02660-03-999,R,GC05-17-015-03,R,,5,GC05-35
80009476,04/08/17,09/15/2017,90020191,2479.5,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80009477,04/08/17,09/15/2017,90020137,0,GC05-15-01180-01-048,R,GC05-17-003-03,R,,5,GC05-15
80009478,04/08/17,09/15/2017,90020143,811.5,GC05-15-01270-01-005,R,GC05-17-903-01,J,,5,GC05-15
80009479,04/08/17,09/15/2017,22644,2786,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80009480,04/08/17,09/15/2017,90020185,0,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80009593,04/06/17,09/15/2017,90020332,0,GC05-25-01690-01-035,R,GC05-17-008-03,R,,4,GC05-25
80009651,04/06/17,09/15/2017,90020309,3050,GC05-25-01690-01-005,R,GC05-17-008-03,R,,4,GC05-25
80009721,01/09/17,09/21/2017,90020341,408,GC05-25-01690-02-005,R,GC05-17-008-03,R,1007054,4,GC05-25
80009722,04/09/17,09/21/2017,90020495,1458.1,GC05-35-02600-01-900,R,GC05-17-013-03,R,,4,GC05-35
80009736,04/09/17,09/21/2017,90020355,3480.9,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80009760,08/26/2017,09/21/2017,90020129,359,GC05-15-01180-01-030,R,GC05-17-003-03,R,,4,GC05-15
80009773,04/09/17,09/21/2017,21846,2040,GC05-35-02600-01-005,R,GC05-17-013-03,R,,3,GC05-35
80009774,06/09/17,09/21/2017,22643,5000,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80009775,06/09/17,09/21/2017,21852,408,GC05-25-01420-00-015,R,GC05-17-007-03,R,,3,GC05-25
80009778,07/09/17,09/27/2017,90020353,2312,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80009779,07/09/17,09/27/2017,90020350,408,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80009780,07/09/17,09/27/2017,90020271,272,GC05-25-01420-02-030,R,GC05-17-007-03,R,,3,GC05-25
80009781,07/09/17,09/27/2017,90020470,304.1,GC05-35-02600-01-030,R,GC05-17-013-03,R,,3,GC05-35
80009784,04/09/17,09/27/2017,90020447,720,GC05-30-01541-01-073,R,GC05-17-024-03,R,,3,GC05-30
80009788,04/09/17,09/27/2017,22644,480,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80009720,04/09/17,09/28/2017,90020117,4076.6,GC05-15-01180-01-030,R,GC05-17-003-03,R,,3,GC05-15
80009801,08/09/17,09/28/2017,90020347,272,GC05-25-01690-02-005,R,GC05-17-008-03,R,1007045,4,GC05-25
80009809,12/09/17,09/28/2017,90020332,1893.8,GC05-25-01690-01-035,R,GC05-17-008-03,R,,4,GC05-25
80009810,12/09/17,09/28/2017,90020355,958.1,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80009844,09/14/2017,09/28/2017,90020448,408,GC05-30-01541-01-073,R,GC05-17-024-03,R,,3,GC05-30
80009654,04/09/17,09/29/2017,90020254,272,GC05-25-01420-01-030,R,GC05-17-007-03,R,,4,GC05-25
80009655,04/09/17,09/29/2017,90020626,4393.3,GC05-15-01180-01-005,R,GC05-17-003-03,R,,4,GC05-15
80009657,04/09/17,09/29/2017,90020085,0,GC05-25-01420-00-010,R,GC05-17-007-03,R,,4,GC05-25
80009802,08/09/17,09/29/2017,90020194,11531.8,GC05-20-01330-01-045,R,GC05-17-005-03,R,,4,GC05-20
80009803,08/09/17,09/29/2017,90020061,0,GC05-10-01690-01-020,R,GC05-17-002-03,R,,4,GC05-10
80009804,08/09/17,09/29/2017,90020249,564.3,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80009805,08/09/17,09/29/2017,22644,544,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80009843,09/14/2017,09/29/2017,90020096,3235,GC05-15-01180-01-005,R,GC05-17-003-03,R,,3,GC05-15
80009851,09/15/2017,09/29/2017,90020153,10011.9,GC05-15-01270-01-035,R,GC05-17-004-03,R,,4,GC05-15
80009891,09/21/2017,09/29/2017,90020560,13349.5,GC05-40-03750-01-095,R,GC05-17-019-03,R,,4,GC05-40
80009378,07/25/2017,09/30/2017,90020184,12458.5,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80009469,03/08/17,09/30/2017,22540,0,GC05-25-01420-01-030,R,GC05-17-007-03,R,1006860,3,GC05-25
80009653,08/29/2017,09/30/2017,90020249,0,GC05-25-01420-01-030,R,GC05-17-007-03,R,,4,GC05-25
80008962,06/13/2017,01/10/17,90020557,7450.8,GC05-40-02720-01-999,R,GC05-17-018-03,R,,4,GC05-40
80010022,03/10/17,03/10/17,22638,272,GC05-30-01540-04-073,R,GC05-17-011-03,R,1007338,2,GC05-30
80010018,03/10/17,04/10/17,22647,2720,GC05-20-01330-01-045,R,GC05-17-005-03,R,,2,GC05-20
80010020,03/10/17,04/10/17,90020210,9834,GC05-20-01330-01-050,R,GC05-17-005-03,R,,2,GC05-20
80009382,04/08/17,10/15/2017,90020133,6012.6,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80010025,03/10/17,10/15/2017,90020216,0,GC05-20-01690-01-015,R,GC05-17-006-03,R,,3,GC05-20
80010122,11/10/17,10/15/2017,90020184,68668.3,GC05-20-01330-01-045,R,GC05-17-005-03,R,,2,GC05-20
80009656,04/09/17,10/16/2017,90020233,3672,GC05-25-01420-01-005,R,GC05-17-007-03,R,,4,GC05-25
80009894,09/25/2017,10/21/2017,22642,6553.5,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80010269,10/20/2017,10/21/2017,90020204,8403.6,GC05-20-01330-01-050,R,GC05-17-904-01,J,,2,GC05-20
80010026,03/10/17,10/25/2017,22674,1088,GC05-20-01330-01-050,R,GC05-17-005-03,R,,4,GC05-20
80010068,05/10/17,10/25/2017,90020224,758,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80010074,05/10/17,10/25/2017,90020376,1127.9,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80010076,05/10/17,10/25/2017,22643,22446.7,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80010104,06/10/17,10/25/2017,22644,1544,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80010106,06/10/17,10/25/2017,90020442,2689.9,GC05-30-01540-04-005,R,GC05-17-011-03,R,,3,GC05-30
80010107,06/10/17,10/25/2017,90020438,3724.9,GC05-30-01540-04-005,R,GC05-17-011-03,R,,3,GC05-30
80010108,06/10/17,10/25/2017,90020061,3647,GC05-10-01690-01-020,R,GC05-17-002-03,R,,3,GC05-10
80010109,06/10/17,10/25/2017,90020058,0,GC05-10-01690-01-020,R,GC05-17-002-03,R,,3,GC05-10
80010118,09/10/17,10/25/2017,90020210,14693.4,GC05-20-01330-01-050,R,GC05-17-005-03,R,,4,GC05-20
80010119,09/10/17,10/25/2017,90020194,2997.7,GC05-20-01330-01-045,R,GC05-17-005-03,R,,3,GC05-20
80010121,10/10/17,10/25/2017,90020056,0,GC05-10-01690-01-015,R,GC05-17-002-03,R,,3,GC05-10
80010194,10/17/2017,10/25/2017,90020365,1088,GC05-25-01690-02-035,R,GC05-17-008-03,R,,,GC05-25
80010195,10/17/2017,10/25/2017,90020353,1335.9,GC05-25-01690-02-035,R,GC05-17-008-03,R,,4,GC05-25
80009890,09/21/2017,10/29/2017,22643,2992,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80009892,09/21/2017,10/29/2017,90020462,7168.3,GC05-35-02660-02-999,R,GC05-17-015-03,R,,4,GC05-35
80007475,01/10/16,10/31/2017,90020211,195,GC05-20-01330-01-050,R,GC05-16-005-03,R,,N,GC05-20
80009468,03/08/17,10/31/2017,90020245,0,GC05-25-01420-01-030,R,GC05-17-007-03,R,1006859,4,GC05-25
80009748,05/09/17,10/31/2017,90020466,3100,GC05-35-02600-01-030,R,GC05-17-013-01,F,,3,GC05-35
80009962,09/28/2017,10/31/2017,90020516,1300,GC05-40-02710-01-075,R,GC05-17-017-03,R,,4,GC05-40
80010271,10/20/2017,10/31/2017,90020112,850,GC05-15-01180-01-030,R,GC05-17-902-01,J,,3,GC05-15
80009896,09/25/2017,04/11/17,90020575,320,GC05-40-03780-01-115,R,GC05-17-020-03,R,,4,GC05-40
80010100,06/10/17,11/15/2017,21850,5334.1,GC05-25-01420-00-015,R,GC05-17-007-03,R,,4,GC05-25
80010283,10/23/2017,11/25/2017,90020352,358.6,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80010290,10/23/2017,11/25/2017,90020114,698.9,GC05-15-01180-01-030,R,GC05-17-003-03,R,,4,GC05-15
80010304,10/24/2017,11/25/2017,90020200,3658.4,GC05-20-01330-01-050,R,GC05-17-005-03,R,,2,GC05-20
80010395,10/31/2017,11/25/2017,22643,1524,GC05-30-01540-04-073,R,GC05-17-011-03,R,,2,GC05-30
80010396,10/31/2017,11/25/2017,90020243,816,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80010412,10/31/2017,11/25/2017,21835,6366.8,GC05-35-02600-01-005,R,GC05-17-013-03,R,,3,GC05-35
80010452,02/11/17,11/25/2017,90020599,0,GC05-25-01420-00-005,R,GC05-17-007-03,R,,3,GC05-25
80010476,02/11/17,11/25/2017,90020350,1449.4,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80010491,03/11/17,11/25/2017,90020233,914.1,GC05-25-01420-01-005,R,GC05-17-007-03,R,,3,GC05-25
80010602,11/14/2017,11/25/2017,90020062,524.7,GC05-10-01690-01-020,R,GC05-17-002-03,R,,2,GC05-10
80010701,11/15/2017,11/30/2017,90020643,14254.3,GC05-40-02590-01-999,R,GC05-17-016-03,R,,1,GC05-40
80010715,11/13/2017,11/30/2017,90020191,380,GC05-20-01330-01-045,R,GC05-17-005-03,R,,3,GC05-20
80010810,11/13/2017,11/30/2017,90020224,550,GC05-20-01690-01-020,R,GC05-17-006-03,R,,2,GC05-20
80010821,11/28/2017,11/30/2017,90020132,0,GC05-15-01180-01-030,R,GC05-17-003-03,R,,4,GC05-15
80010822,11/28/2017,11/30/2017,90020273,1360,GC05-25-01420-02-030,R,GC05-17-007-03,R,,3,GC05-25
80010563,09/11/17,07/12/17,90020093,1115.8,GC05-15-01180-01-005,R,GC05-17-902-01,J,,4,GC05-15
80007759,01/26/2017,12/25/2017,90020558,3512,GC05-40-03750-01-085,R,GC05-17-019-03,R,,N,GC05-40
80010282,10/23/2017,12/25/2017,22647,20125.8,GC05-20-01330-01-045,R,GC05-17-005-03,R,,4,GC05-20
80010397,10/31/2017,12/25/2017,90020560,357.7,GC05-40-03750-01-095,R,GC05-17-019-03,R,,4,GC05-40
80010492,06/11/17,12/25/2017,90020113,0,GC05-15-01180-01-030,R,GC05-17-003-03,R,,4,GC05-15
80010510,07/11/17,12/25/2017,90020531,3434,GC05-40-02720-01-999,R,GC05-17-018-03,R,,3,GC05-40
80010514,07/11/17,12/25/2017,90020363,1021.8,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80010516,07/11/17,12/25/2017,21851,3850.5,GC05-25-01420-00-015,R,GC05-17-007-03,R,,3,GC05-25
80010517,07/11/17,12/25/2017,90020626,2393.5,GC05-15-01180-01-005,R,GC05-17-003-03,R,,3,GC05-15
80010604,11/14/2017,12/25/2017,21872,0,GC05-25-01420-00-015,R,GC05-17-007-03,R,,4,GC05-25
80010605,11/14/2017,12/25/2017,90020096,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,4,GC05-15
80010606,11/14/2017,12/25/2017,90020094,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,5,GC05-15
80010607,11/14/2017,12/25/2017,90020343,0,GC05-25-01690-02-005,R,GC05-17-008-03,R,,4,GC05-25
80010608,11/14/2017,12/25/2017,90020626,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,3,GC05-15
80010624,11/14/2017,12/25/2017,90020144,3383.3,GC05-15-01270-01-005,R,GC05-17-004-03,R,,3,GC05-15
80010696,11/20/2017,12/25/2017,90020255,5588.9,GC05-25-01420-01-030,R,GC05-17-007-03,R,,4,GC05-25
80010704,11/20/2017,12/25/2017,90020184,4130.4,GC05-20-01330-01-045,R,GC05-17-005-03,R,,4,GC05-20
80007779,01/31/2017,12/29/2017,90020558,1100,GC05-40-03750-01-085,R,GC05-17-019-03,R,,N,GC05-40
80007790,03/02/17,12/29/2017,90020211,11177.5,GC05-20-01330-01-050,R,GC05-17-005-03,R,,N,GC05-20
80010595,12/11/17,12/29/2017,90020171,3994.7,GC05-20-01330-01-005,R,GC05-17-005-03,R,,4,GC05-20
80010603,11/14/2017,12/29/2017,90020089,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,5,GC05-15
80010651,11/15/2017,12/29/2017,22634,2000.4,GC05-30-01540-04-005,R,GC05-17-011-03,R,,3,GC05-30
80010670,11/16/2017,12/29/2017,90020105,2160,GC05-15-01180-01-030,R,GC05-17-003-03,R,,2,GC05-15
80010695,11/20/2017,12/29/2017,90020184,5187,GC05-20-01330-01-045,R,GC05-17-005-03,R,,2,GC05-20
80007719,01/19/2017,12/30/2017,90020178,319,GC05-20-01330-01-040,R,GC05-17-005-03,R,,N,GC05-20
80010409,01/11/17,12/30/2017,90020103,1447,GC05-15-01180-01-030,R,GC05-17-003-03,R,,4,GC05-15
80010706,11/22/2017,12/30/2017,90020249,0,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80010707,11/22/2017,12/30/2017,90020261,380,GC05-25-01420-02-005,R,GC05-17-007-03,R,,4,GC05-25
80010731,11/13/2017,12/30/2017,22314,670,GC05-35-02660-03-999,R,GC05-17-015-03,R,,3,GC05-35
80010754,11/25/2017,12/30/2017,22677,6105.6,GC05-35-02660-02-999,R,GC05-17-015-03,R,,2,GC05-35
80010823,11/28/2017,12/30/2017,22643,7499.5,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80010824,11/28/2017,12/30/2017,22637,840,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80010856,11/30/2017,12/30/2017,90020378,4007.7,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80010857,11/30/2017,12/30/2017,90020377,544,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80010887,11/30/2017,12/30/2017,90020221,433.4,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80010888,11/30/2017,12/30/2017,90020447,906.5,GC05-30-01541-01-073,R,GC05-17-024-03,R,,3,GC05-30
80010889,11/30/2017,12/30/2017,90020084,1224,GC05-25-01420-00-010,R,GC05-17-007-03,R,,3,GC05-25
80010890,11/30/2017,12/30/2017,90020350,688.9,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80010891,11/30/2017,12/30/2017,90020440,0,GC05-30-01540-04-005,R,GC05-17-011-03,R,,3,GC05-30
80010901,11/30/2017,12/30/2017,90020054,1305.8,GC05-10-01690-01-015,R,GC05-17-002-03,R,,3,GC05-10
70004966,01/01/17,12/31/2017,90020052,5238.9,GC05-10-01090-01-010,S,GC05-17-001-03,R,,,GC05-10
70004967,01/01/17,12/31/2017,,3063.4,GC05-10-01090,S,GC05-17-001-03,R,,,GC05-10
70004968,01/01/17,12/31/2017,,7031.3,GC05-10-01690-01,S,GC05-17-002-03,R,,,GC05-10
70004969,01/01/17,12/31/2017,,13893.3,GC05-15-01180-01-005,S,GC05-17-003-03,R,,,GC05-15
70004970,01/01/17,12/31/2017,,12497.5,GC05-15-01180-01-030,S,GC05-17-003-03,R,,,GC05-15
70004971,01/01/17,12/31/2017,,6293.6,GC05-15-01180-01-030,S,GC05-17-003-03,R,,,GC05-15
70004972,01/01/17,12/31/2017,,353.9,GC05-15-01180-01-048,S,GC05-17-003-03,R,,,GC05-15
70004973,01/01/17,12/31/2017,,4018.9,GC05-15-01270,S,GC05-17-004-03,R,,,GC05-15
70004974,01/01/17,12/31/2017,,826.4,GC05-20-01330-01-005,S,GC05-17-005-03,R,,,GC05-20
70004975,01/01/17,12/31/2017,,6636.5,GC05-20-01330-01-040,S,GC05-17-005-03,R,,,GC05-20
70004976,01/01/17,12/31/2017,90020182,5545.9,GC05-20-01330-01-045,S,GC05-17-005-03,R,,,GC05-20
70004977,01/01/17,12/31/2017,90020181,7553.1,GC05-20-01330-01-040,S,GC05-17-005-03,R,,,GC05-20
70004978,01/01/17,12/31/2017,,24497.7,GC05-20-01330-01-045,S,GC05-17-005-03,R,,,GC05-20
70004979,01/01/17,12/31/2017,,9419.5,GC05-20-01330-01-050,S,GC05-17-005-03,R,,,GC05-20
70004980,01/01/17,12/31/2017,,17171.6,GC05-20-01690,S,GC05-17-006-03,R,,,GC05-20
70004981,01/01/17,12/31/2017,,491.2,GC05-25-01420-00-005,S,GC05-17-007-03,R,,,GC05-25
70004982,01/01/17,12/31/2017,,2109.1,GC05-25-01420-00-015,S,GC05-17-007-03,R,,,GC05-25
70004983,01/01/17,12/31/2017,90020074,784.1,GC05-25-01420-00-010,S,GC05-17-007-03,R,,,GC05-25
70004984,01/01/17,12/31/2017,,3117.8,GC05-25-01420-00-010,S,GC05-17-007-03,R,,,GC05-25
70004985,01/01/17,12/31/2017,90020229,2863,GC05-25-01420-01-005,S,GC05-17-007-03,R,,,GC05-25
70004986,01/01/17,12/31/2017,90020233,1134.7,GC05-25-01420-01-005,S,GC05-17-007-03,R,,,GC05-25
70004987,01/01/17,12/31/2017,,10962.4,GC05-25-01420-01,S,GC05-17-007-03,R,,,GC05-25
70004988,01/01/17,12/31/2017,90020254,3817,GC05-25-01420-01-030,S,GC05-17-007-03,R,,,GC05-25
70004989,01/01/17,12/31/2017,90020264,1088,GC05-25-01420-02-005,S,GC05-17-007-03,R,,,GC05-25
70004990,01/01/17,12/31/2017,,11051.1,GC05-25-01420-02,S,GC05-17-007-03,R,,,GC05-25
70004991,01/01/17,12/31/2017,,2824.5,GC05-25-01420-03,S,GC05-17-007-03,R,,,GC05-25
70004992,01/01/17,12/31/2017,,14091.8,GC05-25-01690,S,GC05-17-008-03,R,,,GC05-25
70004993,01/01/17,12/31/2017,,7136.2,GC05-30-01480-01-005,S,GC05-17-009-03,R,,,GC05-30
70004994,01/01/17,12/31/2017,,49295.3,GC05-30-01480-01-060,S,GC05-17-009-03,R,,,GC05-30
70004995,01/01/17,12/31/2017,,33751.8,GC05-30-01480-01-065,S,GC05-17-009-03,R,,,GC05-30
70004996,01/01/17,12/31/2017,,519.7,GC05-30-01510,S,GC05-17-010-03,R,,,GC05-30
70004997,01/01/17,12/31/2017,,9755.5,GC05-30-01540,S,GC05-17-011-03,R,,,GC05-30
70004998,01/01/17,12/31/2017,,27378.8,GC05-30-01540-04,S,GC05-17-011-03,R,,,GC05-30
70004999,01/01/17,12/31/2017,,1456.2,GC05-35-02570,S,GC05-17-012-03,R,,,GC05-35
70005000,01/01/17,12/31/2017,,4227.3,GC05-35-02600-01-005,S,GC05-17-013-03,R,,,GC05-35
70005001,01/01/17,12/31/2017,,6830.5,GC05-35-02600,S,GC05-17-013-03,R,,,GC05-35
70005002,01/01/17,12/31/2017,,12126.4,GC05-35-02660-01,S,GC05-17-015-03,R,,,GC05-35
70005003,01/01/17,12/31/2017,,234501,GC05-40-03780,S,GC05-17-020-03,R,,,GC05-40
70005004,01/01/17,12/31/2017,,1600.8,GC05-40-02710,S,GC05-17-017-03,R,,,GC05-40
70005005,01/01/17,12/31/2017,,5868.2,GC05-40-02720,S,GC05-17-018-03,R,,,GC05-40
70005006,01/01/17,12/31/2017,,1022,GC05-40-03750,S,GC05-17-019-03,R,,,GC05-40
70005007,01/01/17,12/31/2017,,2090,GC05-40-02590,S,GC05-17-016-03,R,,,GC05-40
70005008,01/01/17,12/31/2017,,1191.8,GC05-40-03750-01-095,S,GC05-17-019-03,R,,,GC05-40
70005009,01/01/17,12/31/2017,,56410.2,GC05-40-03750-01-100,S,GC05-17-019-03,R,,,GC05-40
70005010,01/01/17,12/31/2017,,6627.9,GC05-40-03810,S,GC05-17-021-03,R,,,GC05-40
70005011,01/01/17,12/31/2017,,3329,GC05-40-04870,S,GC05-17-023-03,R,,,GC05-40
70005012,01/01/17,12/31/2017,22544,0,GC05-40-03810-01-135,S,GC05-17-021-03,R,,,GC05-40
70005013,01/01/17,12/31/2017,90020567,1924,GC05-40-03780-01-110,S,GC05-17-020-03,R,,,GC05-40
70005014,01/01/17,12/31/2017,90020566,19985.9,GC05-40-03780-01-110,S,GC05-17-020-03,R,,,GC05-40
70005015,01/01/17,12/31/2017,90020568,2588.4,GC05-40-03780-01-110,S,GC05-17-020-03,R,,,GC05-40
70005016,01/01/17,12/31/2017,90020571,0,GC05-40-03780-01-110,S,GC05-17-020-03,R,,,GC05-40
70005017,01/01/17,12/31/2017,90020574,8023.2,GC05-40-03780-01-110,S,GC05-17-020-03,R,,,GC05-40
70005018,01/01/17,12/31/2017,90020591,12261,GC05-40-03810-01-135,S,GC05-17-021-03,R,,,GC05-40
70005019,01/01/17,12/31/2017,,7017,GC05-40-03780,S,GC05-17-020-03,R,,,GC05-40
70005020,01/01/17,12/31/2017,,1970,GC05-40-03780,S,GC05-17-020-03,R,,,GC05-40
70005021,01/01/17,12/31/2017,,55422.2,GC05-10-01090,S,GC05-17-001-05,L,,,GC05-10
70005022,01/01/17,12/31/2017,,6056.5,GC05-15-01180,S,GC05-17-003-05,L,,,GC05-15
70005023,01/01/17,12/31/2017,,1286.8,GC05-15-01270,S,GC05-17-004-05,L,,,GC05-15
70005024,01/01/17,12/31/2017,,14396.5,GC05-20-01330,S,GC05-17-005-05,L,,,GC05-20
70005025,01/01/17,12/31/2017,,570.1,GC05-20-01690,S,GC05-17-006-05,L,,,GC05-20
70005026,01/01/17,12/31/2017,,16662.9,GC05-25-01420,S,GC05-17-007-05,L,,,GC05-25
70005027,01/01/17,12/31/2017,,0,GC05-25-01690,S,GC05-17-008-05,L,,,GC05-25
70005028,01/01/17,12/31/2017,,1063.1,GC05-30-01480,S,GC05-17-009-05,L,,,GC05-30
70005029,01/01/17,12/31/2017,,0,GC05-30-01510,S,GC05-17-010-05,L,,,GC05-30
70005030,01/01/17,12/31/2017,,0,GC05-30-01540,S,GC05-17-011-05,L,,,GC05-30
70005031,01/01/17,12/31/2017,,371.3,GC05-30-01541,S,GC05-17-024-05,L,,,GC05-30
70005032,01/01/17,12/31/2017,,968.8,GC05-35-02600,S,GC05-17-013-05,L,,,GC05-35
70005033,01/01/17,12/31/2017,,0,GC05-10-01090,S,GC05-17-001-01,F,,,GC05-10
70005034,01/01/17,12/31/2017,,0,GC05-10-01690-01,S,GC05-17-002-01,F,,,GC05-10
70005035,01/01/17,12/31/2017,,0,GC05-15-01180,S,GC05-17-003-01,F,,,GC05-15
70005036,01/01/17,12/31/2017,,0,GC05-15-01270,S,GC05-17-004-01,F,,,GC05-15
70005037,01/01/17,12/31/2017,,3773,GC05-20-01330,S,GC05-17-005-01,F,,,GC05-20
70005038,01/01/17,12/31/2017,,0,GC05-20-01690,S,GC05-17-006-01,F,,,GC05-20
70005039,01/01/17,12/31/2017,,0,GC05-25-01420-00-005,S,GC05-17-007-01,F,,,GC05-25
70005040,01/01/17,12/31/2017,,0,GC05-25-01420-00-010,S,GC05-17-007-01,F,,,GC05-25
70005041,01/01/17,12/31/2017,,0,GC05-25-01420-01,S,GC05-17-007-01,F,,,GC05-25
70005042,01/01/17,12/31/2017,,0,GC05-25-01420-02,S,GC05-17-007-01,F,,,GC05-25
70005043,01/01/17,12/31/2017,,0,GC05-25-01420-03,S,GC05-17-007-01,F,,,GC05-25
70005044,01/01/17,12/31/2017,,0,GC05-25-01690,S,GC05-17-008-01,F,,,GC05-25
70005045,01/01/17,12/31/2017,,0,GC05-30-01480,S,GC05-17-009-01,F,,,GC05-30
70005046,01/01/17,12/31/2017,,0,GC05-30-01510,S,GC05-17-010-01,F,,,GC05-30
70005047,01/01/17,12/31/2017,,204,GC05-30-01540,S,GC05-17-011-01,F,,,GC05-30
70005048,01/01/17,12/31/2017,,0,GC05-30-01540-04,S,GC05-17-011-01,F,,,GC05-30
70005049,01/01/17,12/31/2017,,0,GC05-35-02600,S,GC05-17-013-01,F,,,GC05-35
70005050,01/01/17,12/31/2017,,0,GC05-35-02570,S,GC05-17-012-01,F,,,GC05-35
70005051,01/01/17,12/31/2017,,0,GC05-35-02660,S,GC05-17-015-01,F,,,GC05-35
70005052,01/01/17,12/31/2017,,0,GC05-40-02710,S,GC05-17-017-01,F,,,GC05-40
70005053,01/01/17,12/31/2017,,1641.7,GC05-40-02720,S,GC05-17-018-01,F,,,GC05-40
