WO,Value,Date,Contractor,GL Account
80010760,0.00,03/01/2018,,
70005062,390.00,03/01/2017,,2699599215
70005062,95.00,03/01/2017,,2699599215
70004978,603.90,03/01/2017,,2699599215
70005003,6.75,05/01/2018,,2699599215
80011939,96.00,02/01/2019,,2699599215
80011941,84.25,14/01/2019,,2699599215
80011948,0.00,14/01/2019,,
80011948,6.74,14/01/2019,,2699599215
80011948,5.13,14/01/2019,,2699599215
80011956,2978.86,13/01/2019,,2699599215
70004978,8.55,05/01/2017,,2699599215
70004978,6.57,05/01/2017,,2699599215
70004978,8.05,05/01/2017,,2699599215
80011128,0.00,12/01/2018,,
70004978,120.00,09/01/2017,,2699599215
80011128,53.58,09/01/2018,,2699599215
80010763,0.00,09/01/2018,,
70005076,6.57,01/01/2017,,2699599215
80007586,3.29,01/01/2017,,2699599215
70004978,0.00,09/01/2017,,
70004978,8.67,09/01/2017,,2699599215
70005060,266.70,09/01/2017,,2699599215
70005060,0.00,09/01/2017,,
70004978,6.57,01/01/2017,,2699599215
80010763,226.76,09/01/2018,,2699559215
80010763,125.00,09/01/2018,,2699559215
70005003,-6.75,05/01/2018,,2699599215
80010763,0.00,09/01/2018,,
80010763,-226.76,09/01/2018,,2699559215
80010763,-125.00,09/01/2018,,2699559215
80011939,5381.30,03/01/2019,,2699599215
80011940,0.00,10/01/2019,,
80011943,0.00,11/01/2019,,
80011941,791.09,10/01/2019,,2699599215
80011938,139.90,09/01/2019,,2699599215
80011938,0.00,09/01/2019,,
80011938,60.00,09/01/2019,,2699599215
80011938,0.00,09/01/2019,,
80011938,0.00,09/01/2019,,
70004995,390.92,12/01/2017,,2699599215
70004978,0.00,12/01/2017,,
70004978,0.00,11/01/2017,,
70004978,10.80,12/01/2017,,2699599215
80011944,6.75,15/01/2019,,2699599215
80011944,4.49,15/01/2019,,2699599215
80011948,0.00,15/01/2019,,
80011948,6.75,15/01/2019,,2699599215
80011951,4.80,15/01/2019,,2699599215
80011128,27.00,12/01/2018,,2699599215
70004978,7.22,13/01/2017,,2699599215
70004978,4.14,13/01/2017,,2699599215
80011128,133.95,15/01/2018,,2699599215
70004978,70.00,13/01/2017,,2699599215
70004978,16.20,13/01/2017,,2699599215
70005180,0.00,19/01/2018,,
80011936,2724.00,16/01/2019,,2699549215
80011936,4123.40,16/01/2019,,2699549215
80011936,2904.18,16/01/2019,,2699549215
80011936,357.00,16/01/2019,,2699549215
80011936,617.50,16/01/2019,,2699549215
80011936,1274.79,16/01/2019,,2699549215
80011936,139.93,16/01/2019,,2699549215
80011936,780.00,16/01/2019,,2699549215
80011936,166.65,16/01/2019,,2699549215
80011936,0.00,16/01/2019,,
80011936,0.00,16/01/2019,,
80011936,196.00,16/01/2019,,2699549215
80011936,0.00,16/01/2019,,
80011953,0.00,16/01/2019,,
80011944,4.77,17/01/2019,,2699599215
80011944,8.99,17/01/2019,,2699599215
80011944,4.77,17/01/2019,,2699599215
80011952,37.80,16/01/2019,,2699599215
80011948,6.56,16/01/2019,,2699599215
80011947,6.74,15/01/2019,,2699599215
80011947,2.10,15/01/2019,,2699599215
80011948,6.56,17/01/2019,,2699599215
80011961,0.00,17/01/2019,,
80011947,8.99,18/01/2019,,2699599215
80011947,10.62,18/01/2019,,2699599215
80011947,10.80,18/01/2019,,2699599215
80011951,3.28,16/01/2019,,2699599215
80011951,0.00,16/01/2019,,
80011951,6.56,16/01/2019,,2699599215
70004107,3.29,09/01/2014,,2699599215
80011951,3.28,16/01/2019,,2699599215
70005180,44.45,16/01/2018,,2699599215
70005180,0.00,16/01/2018,,
70005076,16.73,16/01/2017,,2699599215
80011952,5.13,18/01/2019,,2699599215
80011947,4.49,18/01/2019,,2699599215
70005180,0.00,18/01/2018,,
70005180,0.00,18/01/2018,,
70004107,15.75,16/01/2014,,2699599215
80011952,16.20,21/01/2019,,2699599215
80007586,-3.29,01/01/2017,,2699599215
70005180,112.50,25/01/2018,,2699599215
70005076,172.21,23/01/2017,,2699599215
70005076,22.37,23/01/2017,,2699599215
80011951,2.05,23/01/2019,,2699599215
80011984,138.61,23/01/2019,,2699599215
80011948,173.54,23/01/2019,,2699599215
80011948,11.24,23/01/2019,,2699599215
80011951,5.13,22/01/2019,,2699599215
80011951,2.25,22/01/2019,,2699599215
80011951,14.40,22/01/2019,,2699599215
80011976,10.62,23/01/2019,,2699599215
80011952,17.98,23/01/2019,,2699599215
80011952,10.62,23/01/2019,,2699599215
80011984,6.75,23/01/2019,,2699599215
80011984,8.38,23/01/2019,,2699599215
80011989,6.16,25/01/2019,,2699599215
80011989,13.48,25/01/2019,,2699599215
80011992,9.54,25/01/2019,,2699599215
80011987,161.54,25/01/2019,,2699599215
80011987,14.31,25/01/2019,,2699599215
80011950,3.28,18/01/2019,,2699599215
80011951,3.28,22/01/2019,,2699599215
80011992,3.28,24/01/2019,,2699599215
80011962,1000.00,24/01/2019,,2699599215
80011962,0.00,24/01/2019,,
80011992,0.00,24/01/2019,,
80011989,4.50,24/01/2019,,2699599215
80011988,0.00,24/01/2019,,
80011988,5.13,24/01/2019,,2699599215
80011988,2.10,24/01/2019,,2699599215
80011988,53.58,24/01/2019,,2699599215
80011992,0.00,24/01/2019,,
80011991,97.68,24/01/2019,,2699599215
80011990,3.08,24/01/2019,,2699599215
80011990,0.00,25/01/2019,,
80011989,0.00,25/01/2019,,
80011989,3.28,25/01/2019,,2699599215
80011992,15.75,25/01/2019,,2699599215
80011992,4.20,28/01/2019,,2699599215
80011995,0.00,22/01/2019,,
80011995,0.00,22/01/2019,,
80011988,5.13,28/01/2019,,2699599215
80011992,5.31,28/01/2019,,2699599215
80011992,4.11,28/01/2019,,2699599215
70005077,0.00,25/01/2017,,
70005077,0.00,25/01/2017,,
70005077,269.56,25/01/2017,,2699599215
70005077,46.07,25/01/2017,,2699599215
80011988,5.13,29/01/2019,,2699599215
80011988,2.10,29/01/2019,,2699599215
80011996,0.00,29/01/2019,,
80011996,0.00,29/01/2019,,
80011994,6.75,29/01/2019,,2699599215
80011994,5.40,29/01/2019,,2699599215
80011996,12.60,29/01/2019,,2699599215
80011996,112.50,29/01/2019,,2699599215
80011996,0.00,29/01/2019,,
80011988,5.13,29/01/2019,,2699599215
80011988,0.00,29/01/2019,,
80011988,4.50,29/01/2019,,2699599215
80011988,3.28,29/01/2019,,2699599215
80012001,4.50,30/01/2019,,2699599215
80012001,3.28,30/01/2019,,2699599215
80011988,5.13,30/01/2019,,2699599215
80012007,2978.85,31/01/2019,,2699599215
80012004,32.90,31/01/2019,,2699599215
80012003,10.80,31/01/2019,,2699599215
80011146,1005.72,26/01/2018,,2699599215
80012003,0.00,31/01/2019,,
80012003,2.25,31/01/2019,,2699599215
80012003,3.28,31/01/2019,,2699599215
80012013,35.69,01/02/2019,,2699599215
80011995,0.00,01/02/2019,,
80012013,9.00,01/02/2019,,2699599215
80012030,669.73,06/02/2019,,2699599215
80012032,106.82,06/02/2019,,2699599215
80012018,560.00,06/02/2019,,2699599215
70005077,0.00,26/01/2017,,
70005077,0.00,26/01/2017,,
70004995,63.72,27/01/2017,,2699599215
70005077,44.45,27/01/2017,,2699599215
70005077,0.00,27/01/2017,,
70005077,0.00,27/01/2017,,
70004107,0.00,27/01/2014,,
70004107,13.00,27/01/2014,,2699599215
70004107,86.80,27/01/2014,,2699599215
70004978,18.93,30/01/2017,,2699599215
70005077,0.00,30/01/2017,,
70005077,0.00,30/01/2017,,
70005077,0.00,30/01/2017,,
70005077,0.00,30/01/2017,,
70005077,0.00,30/01/2017,,
70004107,4.14,28/01/2014,,2699599215
70003906,19.38,31/01/2013,,2599579215
70003906,73.64,31/01/2013,,2599579215
70004995,10.35,31/01/2017,,2699599215
70004995,6.56,31/01/2017,,2699599215
70005077,20.71,31/01/2017,,2699599215
70005077,13.03,31/01/2017,,2699599215
70004978,117.60,20/01/2017,,2699549215
80011995,4.50,04/02/2019,,2699599215
80011995,3.28,04/02/2019,,2699599215
80011995,6.16,05/02/2019,,2699599215
80011995,6.29,05/02/2019,,2699599215
80012011,5.31,05/02/2019,,2699599215
80012011,6.56,05/02/2019,,2699599215
80012022,0.00,05/02/2019,,
80011988,0.00,05/02/2019,,
70005077,0.00,01/02/2017,,
70004107,16.04,31/01/2014,,2699599215
70004107,10.62,31/01/2014,,2699599215
70004107,0.00,31/01/2014,,
70004107,26.73,04/02/2014,,2699599215
70004107,7.38,04/02/2014,,2699599215
70004107,25.20,04/02/2014,,2699599215
70004107,21.38,05/02/2014,,2699599215
70004107,5.90,05/02/2014,,2699599215
70004107,0.00,05/02/2014,,
70004107,86.80,05/02/2014,,2699599215
70004107,8.64,05/02/2014,,2699599215
70004107,0.00,05/02/2014,,
70004107,35.01,07/02/2014,,2699599215
70004107,8.43,07/02/2014,,2699599215
70004107,32.41,07/02/2014,,2699599215
70004107,35.02,10/02/2014,,2699599215
70004107,7.38,10/02/2014,,2699599215
70004107,26.73,10/02/2014,,2699599215
70004107,0.00,10/02/2014,,
70004107,8.28,10/02/2014,,2699599215
70004107,5.76,10/02/2014,,2699599215
70004107,8.43,10/02/2014,,2699599215
70004107,10.32,10/02/2014,,2699599215
70004107,13.14,10/02/2014,,2699599215
70004107,10.62,10/02/2014,,2699599215
70004107,21.61,10/02/2014,,2699599215
70004107,6.57,10/02/2014,,2699599215
70004107,10.80,11/02/2014,,2699599215
70004107,170.00,11/02/2014,,2699599215
70004107,22.50,11/02/2014,,2699599215
70004107,6.57,11/02/2014,,2699599215
70004995,113.83,02/02/2017,,2699599215
80011988,6.75,05/02/2019,,2699599215
80011988,4.77,05/02/2019,,2699599215
80012013,10.80,06/02/2019,,2699599215
80012011,6.80,06/02/2019,,2699599215
70005080,4.90,06/02/2017,,2699599215
70004107,10.08,12/02/2014,,2699599215
70004107,6.57,12/02/2014,,2699599215
80012013,10.80,08/02/2019,,2699599215
80012036,0.00,08/02/2019,,
80012040,0.00,08/02/2019,,
80012025,49035.18,08/02/2019,,2699549215
80012025,46581.17,08/02/2019,,2699549215
80012025,603.93,08/02/2019,,2699549215
80012025,392.90,08/02/2019,,2699549215
80012025,1250.00,08/02/2019,,2699549215
80012025,0.00,08/02/2019,,
80012025,114.00,08/02/2019,,2699549215
80012025,140.56,08/02/2019,,2699549215
80012025,389.00,08/02/2019,,2699549215
80012025,139.92,08/02/2019,,2699549215
80012025,277.50,08/02/2019,,2699549215
80012025,0.00,08/02/2019,,
80012025,195.00,08/02/2019,,2699549215
80012025,55.55,08/02/2019,,2699549215
80012025,0.00,08/02/2019,,
80012040,6.56,08/02/2019,,2699599215
80011991,2652.00,07/02/2019,,2699599215
80011991,4.77,07/02/2019,,2699599215
80012013,9.45,07/02/2019,,2699599215
80012013,4.77,11/02/2019,,2699599215
70004107,603.33,14/02/2014,,2699599215
80012044,112.50,11/02/2019,,2699599215
80012044,0.00,11/02/2019,,
80012044,0.00,11/02/2019,,
80012044,75.00,11/02/2019,,2699599215
80012044,0.00,11/02/2019,,
80012044,13.12,11/02/2019,,2699599215
80012043,0.00,11/02/2019,,
80012013,10.80,11/02/2019,,2699599215
80012019,6.56,12/02/2019,,2699599215
80012019,5.31,12/02/2019,,2699599215
80012050,16.20,12/02/2019,,2699599215
80012019,39.20,12/02/2019,,2699599215
80012019,0.00,12/02/2019,,
80012049,10.62,12/02/2019,,2699599215
80012050,7.84,12/02/2019,,2699599215
80012050,13.12,12/02/2019,,2699599215
80012049,9.00,12/02/2019,,2699599215
80012018,78.41,12/02/2019,,2699599215
80012018,55.69,12/02/2019,,2699599215
80012018,266.43,12/02/2019,,2699599215
80012018,322.95,12/02/2019,,2699599215
80012018,31.65,12/02/2019,,2699599215
80012018,720.78,12/02/2019,,2699599215
80012052,0.00,12/02/2019,,
80012052,6.56,12/02/2019,,2699599215
70004995,5.40,07/02/2017,,2699599215
80012052,0.00,13/02/2019,,
80012052,4.90,13/02/2019,,2699599215
80012057,3683.64,13/02/2019,,2699599215
80012056,21.60,13/02/2019,,2699599215
80012056,4.90,13/02/2019,,2699599215
80012056,357.24,13/02/2019,,2599579215
80012060,0.00,15/02/2019,,
80012060,9.84,15/02/2019,,2699599215
80012060,4.77,15/02/2019,,2699599215
80012060,10.62,15/02/2019,,2699599215
80012060,44.80,15/02/2019,,2699599215
70004107,32.41,17/02/2014,,2699599215
70004107,13.14,17/02/2014,,2699599215
70004107,9.00,17/02/2014,,2699599215
70004107,2.88,17/02/2014,,2699599215
70004107,32.46,17/02/2014,,2699599215
70004107,12.64,17/02/2014,,2699599215
70004107,18.90,17/02/2014,,2699599215
70004107,53.79,17/02/2014,,2699599215
70004107,17.70,17/02/2014,,2699599215
70004107,35.01,17/02/2014,,2699599215
70004107,26.95,17/02/2014,,2699599215
80012049,161.53,15/02/2019,,2699599215
80012049,560.00,15/02/2019,,2699599215
80012049,0.00,15/02/2019,,
80012049,3.28,15/02/2019,,2699599215
80012049,4.50,15/02/2019,,2699599215
80012062,5.88,14/02/2019,,2699599215
80012062,5.88,14/02/2019,,2699599215
80012062,0.00,14/02/2019,,
80012062,0.00,14/02/2019,,
80012059,0.00,14/02/2019,,
80012043,1.96,14/02/2019,,2699599215
80012061,5.88,14/02/2019,,2699599215
80012062,13.50,14/02/2019,,2699599215
80012062,6.85,14/02/2019,,2699599215
80012054,4640.80,13/02/2019,,2699599215
80012054,0.00,13/02/2019,,
80012059,112.50,14/02/2019,,2699599215
80012059,0.00,14/02/2019,,
80012049,10.49,14/02/2019,,2699599215
80012061,1.96,14/02/2019,,2699599215
80012061,2.10,14/02/2019,,2699599215
80012061,11.79,14/02/2019,,2699599215
80012011,12.60,18/02/2019,,2699599215
80012050,21.60,18/02/2019,,2699599215
80012011,6.30,18/02/2019,,2699599215
80012066,4.90,18/02/2019,,2699599215
80012066,6.75,18/02/2019,,2699599215
80012066,4.90,18/02/2019,,2699599215
80012052,0.00,18/02/2019,,
80012052,0.00,18/02/2019,,
80012052,0.00,18/02/2019,,
80012052,0.00,18/02/2019,,
70004995,88.93,08/02/2017,,2699599215
80012036,7.83,20/02/2019,,2699599215
80011995,13.12,20/02/2019,,2699599215
80012036,0.00,20/02/2019,,
80012043,0.00,20/02/2019,,
80012043,0.00,20/02/2019,,
80012043,7.83,20/02/2019,,2699599215
80012036,9.84,20/02/2019,,2699599215
80012036,4.77,20/02/2019,,2699599215
80012036,10.62,20/02/2019,,2699599215
80012027,3.28,20/02/2019,,2699599215
80012036,7.83,20/02/2019,,2699599215
80012036,16.20,20/02/2019,,2699599215
80012053,0.00,20/02/2019,,
80012027,6.56,20/02/2019,,2699599215
80011995,27.81,21/02/2019,,2699599215
80011995,37.50,21/02/2019,,2699599215
80011995,0.00,21/02/2019,,
80012053,3.28,20/02/2019,,2699599215
80011995,23.26,21/02/2019,,2699599215
80012053,0.00,21/02/2019,,
70004976,10.80,13/02/2017,,2699599215
80012068,3050.00,22/02/2019,,2699599215
70005180,83.25,26/02/2018,,2699599215
70005077,0.00,15/02/2017,,
70004978,603.90,17/02/2017,,2699599215
80011995,147.00,22/02/2019,,2699599215
80011995,6.56,22/02/2019,,2699599215
80011995,0.00,22/02/2019,,
80012066,10.80,22/02/2019,,2699599215
80012027,3032.74,22/02/2019,,2699599215
80012027,951.17,22/02/2019,,2699599215
80012027,350.54,22/02/2019,,2699599215
70004978,10.80,20/02/2017,,2699599215
80011995,6.56,21/02/2019,,2699599215
80012027,0.00,25/02/2019,,
80012027,6.56,25/02/2019,,2699599215
80012027,0.00,25/02/2019,,
80012027,9.54,25/02/2019,,2699599215
80012027,3.28,25/02/2019,,2699599215
80012027,32.40,25/02/2019,,2699599215
80012027,4.50,25/02/2019,,2699599215
80012027,4.90,25/02/2019,,2699599215
80012027,4.50,25/02/2019,,2699599215
80012027,5.88,26/02/2019,,2699599215
70005180,187.50,23/02/2018,,2699599215
70005180,3.28,23/02/2018,,2699599215
70004107,8.43,25/02/2014,,2699599215
80012074,4.19,26/02/2019,,2699599215
80012074,97.68,26/02/2019,,2699599215
80012049,110.00,26/02/2019,,2699599215
80012075,107.25,27/02/2019,,2699599215
80012074,4.90,27/02/2019,,2699599215
70004995,3.28,01/02/2017,,2699599215
80012081,3.92,01/03/2019,,2699599215
80012081,63.72,01/03/2019,,2699599215
80012080,0.00,01/03/2019,,
80012053,2.94,01/03/2019,,2699599215
80012070,3.28,01/03/2019,,2699599215
80012043,0.00,01/03/2019,,
80012085,10.80,01/03/2019,,2699599215
70005180,34.15,28/02/2018,,2699599215
70005180,18.37,28/02/2018,,2699599215
70005076,0.00,24/02/2017,,
70005076,0.00,24/02/2017,,
70005076,0.00,24/02/2017,,
70004995,149.32,25/02/2017,,2699599215
80012086,108.00,28/02/2019,,2699599215
80012070,6.56,28/02/2019,,2699599215
80012095,0.00,06/03/2019,,
80012090,0.00,04/03/2019,,
80012077,333.77,04/03/2019,,2699599215
80012080,14.95,04/03/2019,,2699599215
80012070,0.00,04/03/2019,,
80012070,16.20,04/03/2019,,2699599215
80011996,402.28,01/03/2019,,2699599215
80011996,3.28,01/03/2019,,2699599215
80012080,0.00,04/03/2019,,
80012080,8.93,04/03/2019,,2699599215
80012070,11.25,04/03/2019,,2699599215
70004107,600.00,24/02/2014,,2699599215
80012096,5.87,07/03/2019,,2699599215
80012093,9.84,07/03/2019,,2699599215
80012096,0.00,07/03/2019,,
80012095,9.60,06/03/2019,,2699599215
80012093,0.00,06/03/2019,,
80012089,0.00,05/03/2019,,
80012095,9.79,06/03/2019,,2699599215
80012096,1468.20,06/03/2019,,2699599215
80012095,160.24,06/03/2019,,2699599215
70004978,22.08,01/03/2017,,2699599215
70003906,19.38,01/03/2013,,2599579215
70003906,38.75,01/03/2013,,2599579215
70003906,87.19,01/03/2013,,2599579215
70003906,55.23,01/03/2013,,2599579215
70003913,67.81,01/03/2013,,2599579215
70005062,87.90,02/03/2017,,2699599215
70004978,38.93,03/03/2017,,2699599215
70004995,4.31,03/03/2017,,2699599215
70004978,44.65,03/03/2017,,2699599215
70004978,0.00,03/03/2017,,
80012086,4.50,08/03/2019,,2699599215
80012102,13.12,08/03/2019,,2699599215
80012095,13.12,08/03/2019,,2699599215
80012102,2.94,08/03/2019,,2699599215
80012102,4.77,12/03/2019,,2699599215
80012090,6.38,12/03/2019,,2699599215
80012090,3.28,12/03/2019,,2699599215
80012102,0.00,12/03/2019,,
80012086,0.00,12/03/2019,,
80011295,499.00,12/03/2018,,2699549215
70004978,44.65,03/03/2017,,2699599215
80012103,4678.31,08/03/2019,,2699559215
80012103,720.14,12/03/2019,,2699559215
80012099,0.00,13/03/2019,,
80012099,0.00,13/03/2019,,
80012103,5.87,13/03/2019,,2699599215
80012103,0.00,13/03/2019,,
80012093,3.28,13/03/2019,,2699599215
80012044,5.40,13/03/2019,,2699599215
80012111,0.00,14/03/2019,,
80012111,3.28,14/03/2019,,2699599215
80012013,4.90,14/03/2019,,2699599215
80012013,4.50,14/03/2019,,2699599215
70004978,39.20,07/03/2017,,2699549215
70005080,48.84,07/03/2017,,2699599215
80012108,6.75,15/03/2019,,2699599215
80012111,6.56,15/03/2019,,2699599215
80012111,6.75,15/03/2019,,2699599215
70004995,4.50,08/03/2017,,2699599215
70005080,0.00,08/03/2017,,
70005080,0.00,08/03/2017,,
70004978,63.72,09/03/2017,,2699599215
80012123,161.62,19/03/2019,,2699599215
80012102,12.75,19/03/2019,,2699599215
80012085,0.00,19/03/2019,,
80012085,3.28,19/03/2019,,2699599215
80012119,0.00,18/03/2019,,
80012112,15.75,18/03/2019,,2699599215
80012119,0.00,19/03/2019,,
80012122,0.00,22/03/2019,,
80012136,16.20,22/03/2019,,2699599215
80012120,6.56,22/03/2019,,2699599215
80012120,0.00,22/03/2019,,
80012131,5.40,22/03/2019,,2699599215
80012131,13.60,22/03/2019,,2699599215
80012131,92.18,22/03/2019,,2699599215
80012044,35.72,22/03/2019,,2699599215
70004978,27.80,03/03/2017,,2699599215
70004995,6.75,10/03/2017,,2699599215
70004995,16.68,10/03/2017,,2699599215
70004995,3.28,10/03/2017,,2699599215
70004995,0.00,08/03/2017,,
80012119,28.60,19/03/2019,,2699599215
70005080,5.90,13/03/2017,,2699599215
70004107,33.66,10/03/2014,,2699599215
70004107,5.73,10/03/2014,,2699599215
70004107,16.20,10/03/2014,,2699599215
70004107,103.40,10/03/2014,,2699599215
70005081,997.13,13/03/2017,,2599059215
70004978,5.90,14/03/2017,,2699599215
80012110,0.00,20/03/2019,,
70005081,484.00,16/03/2017,,2699599215
80012134,1678.58,21/03/2019,,2699599215
80012134,6.56,21/03/2019,,2699599215
80012040,0.00,21/03/2019,,
80012040,3.28,21/03/2019,,2699599215
80012122,9.00,21/03/2019,,2699599215
80012122,6.85,21/03/2019,,2699599215
80012122,6.56,21/03/2019,,2699599215
70005003,11.25,17/03/2017,,2699599215
70005003,7.25,17/03/2017,,2699599215
70005003,0.00,17/03/2017,,
80012140,836.63,26/03/2019,,2699599215
70004995,63.00,16/03/2017,,2699599215
70005080,2.95,16/03/2017,,2699599215
70005080,7.25,16/03/2017,,2699599215
80011295,0.00,22/03/2018,,
80011295,0.00,22/03/2018,,
70004107,36.00,11/03/2014,,2699599215
70004107,8.64,11/03/2014,,2699599215
70004107,6.21,11/03/2014,,2699599215
70004107,6.57,11/03/2014,,2699599215
70004107,4.50,12/03/2014,,2699599215
80012140,91.28,26/03/2019,,2699599215
80012131,80.29,26/03/2019,,2699599215
80012131,63.72,26/03/2019,,2699599215
70004107,4.77,12/03/2014,,2699599215
70004107,475.41,12/03/2014,,2699599215
70004107,0.00,13/03/2014,,
70004107,9.85,13/03/2014,,2699599215
70004107,8.60,13/03/2014,,2699599215
80012141,334.56,27/03/2019,,2699599215
80012141,0.00,27/03/2019,,
80012141,4.90,27/03/2019,,2699599215
80012144,1480.00,27/03/2019,,2699599215
80012147,3.28,28/03/2019,,2699599215
80012148,4.75,28/03/2019,,2699599215
80012161,0.00,29/03/2019,,
80012161,4.75,29/03/2019,,2699599215
80012161,6.34,29/03/2019,,2699599215
80012140,6.56,26/03/2019,,2699599215
80012119,60.00,18/03/2019,,2699599215
70003906,19.38,31/03/2013,,2599579215
70003906,125.94,31/03/2013,,2599579215
80011295,234.00,27/03/2018,,2699549215
80011295,0.00,27/03/2018,,
80011295,6070.42,27/03/2018,,2699549215
80011295,0.00,30/03/2018,,
80011295,19.60,30/03/2018,,2699549215
80011295,3.15,30/03/2018,,2699599215
70005060,1515.90,23/03/2017,,2699599215
70005060,37.50,23/03/2017,,2699599215
70005003,0.00,23/03/2017,,
70004995,26.97,24/03/2017,,2699599215
70004107,0.00,11/03/2014,,
70004107,5.73,14/03/2014,,2699599215
70004107,4.21,14/03/2014,,2699599215
70004107,119.86,14/03/2014,,2699599215
80012110,6.75,01/04/2019,,2699599215
80012164,0.00,01/04/2019,,
80012164,0.00,01/04/2019,,
80012167,17.86,01/04/2019,,2699599215
80012167,10.80,01/04/2019,,2699599215
70004107,607.61,14/03/2014,,2699599215
70004107,117.39,14/03/2014,,2699599215
70004107,17.20,17/03/2014,,2699599215
70004107,33.66,17/03/2014,,2699599215
70004107,28.78,17/03/2014,,2699599215
70004107,16.20,17/03/2014,,2699599215
70004107,8.43,17/03/2014,,2699599215
70004107,16.23,17/03/2014,,2699599215
80011295,78.40,30/03/2018,,2699549215
70004107,4.42,18/03/2014,,2699599215
80012173,36.96,02/04/2019,,2699599215
80012169,0.00,02/04/2019,,
80012170,7.60,02/04/2019,,2699599215
80012172,0.00,02/04/2019,,
80012172,0.00,02/04/2019,,
70004978,2.95,28/03/2017,,2699599215
80011295,1821.12,02/04/2018,,2699549215
70005180,48.54,02/04/2018,,2699599215
70004107,0.00,20/03/2014,,
80012123,161.61,02/04/2019,,2699599215
70004995,136.49,29/03/2017,,2699599215
70004995,5.90,29/03/2017,,2699599215
70004995,2.95,29/03/2017,,2699599215
70004995,4.77,29/03/2017,,2699599215
70004995,0.00,29/03/2017,,
70004995,19.33,29/03/2017,,2699599215
80012172,3.28,03/04/2019,,2699599215
80012174,6.56,03/04/2019,,2699599215
80012148,39.36,03/04/2019,,2699599215
70005062,56.80,30/03/2017,,2699599215
70004107,9.85,24/03/2014,,2699599215
70004107,10.62,24/03/2014,,2699599215
70005003,2.95,03/04/2017,,2699599215
70004995,2.25,31/03/2017,,2699599215
70005003,16.18,31/03/2017,,2699599215
70005003,4.05,31/03/2017,,2699599215
80012179,270.00,04/04/2019,,2699599215
80012172,3.28,03/04/2019,,2699599215
80012172,1233.84,05/04/2019,,2699599215
80012172,975.53,05/04/2019,,2699599215
80012172,981.48,05/04/2019,,2699599215
80012167,6.75,05/04/2019,,2699599215
80012181,1.90,05/04/2019,,2699599215
80012182,3.80,05/04/2019,,2699599215
80012182,2.11,05/04/2019,,2699599215
80012177,0.00,05/04/2019,,
80012177,0.00,05/04/2019,,
80012177,485.63,05/04/2019,,2699549215
80011295,0.00,31/03/2018,,
80011295,0.00,31/03/2018,,
80011295,0.00,03/04/2018,,
80011295,0.00,03/04/2018,,
80011295,0.00,03/04/2018,,
80011295,0.00,03/04/2018,,
80011295,0.00,03/04/2018,,
70004978,5.91,03/04/2017,,2699599215
70004978,5.90,04/04/2017,,2699599215
70004978,8.86,04/04/2017,,2699599215
70004107,166.80,25/03/2014,,2699599215
70004107,3.29,26/03/2014,,2699599215
70004107,6.73,26/03/2014,,2699599215
70004107,0.00,26/03/2014,,
70004107,0.00,27/03/2014,,
70004107,27.00,27/03/2014,,2699599215
70004107,6.57,28/03/2014,,2699599215
80011295,0.00,05/04/2018,,
70005180,87.80,12/04/2018,,2699599215
70005180,13.59,12/04/2018,,2699599215
70005180,24.27,13/04/2018,,2699599215
70005180,48.54,13/04/2018,,2699599215
70005180,87.80,13/04/2018,,2699599215
70005180,13.59,13/04/2018,,2699599215
80012181,75.34,05/04/2019,,2699599215
80012181,4.50,05/04/2019,,2699599215
80012184,111.45,08/04/2019,,2699599215
80012173,0.00,08/04/2019,,
80012184,9.00,08/04/2019,,2699599215
70005180,0.00,13/04/2018,,
80012180,4.75,09/04/2019,,2699599215
80012173,0.00,09/04/2019,,
80012173,3.80,09/04/2019,,2699599215
80012173,4.75,09/04/2019,,2699599215
80012173,0.00,09/04/2019,,
80012185,16.20,09/04/2019,,2699599215
80012185,20.40,09/04/2019,,2699599215
80012173,6.33,08/04/2019,,2699599215
80012173,4.75,08/04/2019,,2699599215
80012189,8.10,11/04/2019,,2699599215
80012189,1.90,11/04/2019,,2699599215
80012190,90.09,11/04/2019,,2699599215
70004978,0.00,04/04/2017,,
70005081,756.80,31/03/2017,,2599059215
80012173,0.00,09/04/2019,,
80012185,4.75,09/04/2019,,2699599215
80012185,6.75,09/04/2019,,2699599215
80012189,148.06,10/04/2019,,2699599215
80012189,6.56,10/04/2019,,2699599215
80012189,37.01,10/04/2019,,2699599215
80012144,1480.00,10/04/2019,,2699599215
80012188,57.20,12/04/2019,,2699599215
80012188,42.90,12/04/2019,,2699599215
80012190,0.00,11/04/2019,,
80012190,3.28,11/04/2019,,2699599215
80012190,4.50,11/04/2019,,2699599215
80012190,16.23,11/04/2019,,2699599215
80012190,4.20,11/04/2019,,2699599215
80012190,90.09,11/04/2019,,2699599215
80012190,74.03,11/04/2019,,2699599215
70005060,77.15,06/04/2017,,2699599215
70005060,291.52,06/04/2017,,2699599215
70005060,423.79,06/04/2017,,2699599215
80012177,3656.60,05/04/2019,,2699549215
80012177,798.40,05/04/2019,,2699549215
80012177,204.00,05/04/2019,,2699549215
80012177,238.14,05/04/2019,,2699549215
80012177,195.00,05/04/2019,,2699549215
80012177,111.09,05/04/2019,,2699549215
80012197,3.80,16/04/2019,,2699599215
80012188,6.56,16/04/2019,,2699599215
80012188,6.56,16/04/2019,,2699599215
80012167,9.84,15/04/2019,,2699599215
