WO,Value,Date,Contractor,GL Account
70005180,19.28,04/10/2018,,2699599215
70005062,3.51,03/07/2017,,2699599215
70004995,1239.77,03/08/2017,,2699599215
80012645,4.20,08/10/2019,,2699599215
80012645,4.70,08/10/2019,,2699599215
80012644,162.07,08/10/2019,,2699599215
80012644,6.75,08/10/2019,,2699599215
80012640,1714.58,04/10/2019,,2699549215
80012640,68.00,04/10/2019,,2699549215
80012640,171.53,04/10/2019,,2699549215
80012640,844.66,04/10/2019,,2699549215
80012640,551.02,04/10/2019,,2699549215
80012640,92.55,04/10/2019,,2699549215
80012645,18.81,09/10/2019,,2699599215
80012645,6.56,09/10/2019,,2699599215
80012635,4.70,07/10/2019,,2699599215
80012646,570.75,09/10/2019,,2699599215
80012649,0.00,10/10/2019,,
80012646,570.76,10/10/2019,,2699599215
80012646,96.87,10/10/2019,,2699599215
80012641,5.64,09/10/2019,,2699599215
80012649,0.00,10/10/2019,,
70004107,4.50,07/07/2014,,2699599215
80012641,120.00,11/10/2019,,2699599215
80012653,0.00,11/10/2019,,
70004107,17.90,08/07/2014,,2699599215
70004107,33.40,08/07/2014,,2699599215
70004107,8.43,08/07/2014,,2699599215
70004995,2688.14,10/08/2017,,2699599215
70004107,31.50,10/07/2014,,2699599215
70004107,116.21,10/07/2014,,2699599215
70004107,116.20,10/07/2014,,2699599215
70005062,390.00,18/08/2017,,2699599215
70005062,237.72,18/08/2017,,2699599215
70004107,340.00,16/07/2014,,2699599215
70004107,39.95,16/07/2014,,2699599215
70004107,43.21,15/07/2014,,2699599215
70005062,680.00,23/08/2017,,2699599215
70005017,158.75,23/08/2017,,2699599215
70005017,20.86,23/08/2017,,2699599215
70005017,649.05,23/08/2017,,2699599215
70005017,119.96,23/08/2017,,2699599215
70005017,1.63,23/08/2017,,2699599215
70004107,4.22,17/07/2014,,2699599215
70004107,6.57,17/07/2014,,2699599215
70004107,0.00,17/07/2014,,
70004107,45.85,18/07/2014,,2699599215
70004107,9.54,18/07/2014,,2699599215
70004107,6.57,18/07/2014,,2699599215
70004107,15.98,18/07/2014,,2699599215
70004107,9.85,18/07/2014,,2699599215
70004107,5.96,18/07/2014,,2699599215
70004107,0.00,18/07/2014,,
70004107,33.41,18/07/2014,,2699599215
70004107,14.91,18/07/2014,,2699599215
70004107,10.80,18/07/2014,,2699599215
70004107,6.00,18/07/2014,,2699599215
70004107,41.00,21/07/2014,,2699599215
70004107,3.29,21/07/2014,,2699599215
70004107,3.29,22/07/2014,,2699599215
70004978,87.42,30/08/2017,,2699599215
70004978,63.00,30/08/2017,,2699599215
70005076,56.09,30/08/2017,,2699599215
70004107,525.25,19/07/2014,,2699559215
70004995,48.10,01/09/2017,,2699599215
70005003,3.28,25/08/2017,,2699599215
70005062,3.28,30/08/2017,,2699599215
70004995,13.12,31/08/2017,,2699599215
70005003,3.63,04/09/2017,,2699599215
70004978,0.00,05/09/2017,,
70004107,86.80,31/07/2014,,2699599215
70004107,0.00,31/07/2014,,
70004107,142.41,31/07/2014,,2699599215
70004107,100.40,31/07/2014,,2699599215
70004107,0.00,31/07/2014,,
70004107,154.79,31/07/2014,,2699549215
70004107,4.32,31/07/2014,,2699599215
70004107,9.00,31/07/2014,,2699599215
70004107,4.32,01/08/2014,,2699599215
70004107,2.07,01/08/2014,,2699599215
70004978,25.20,05/09/2017,,2699599215
70004978,7.27,05/09/2017,,2699599215
70004978,13.50,05/09/2017,,2699599215
70005081,209.00,06/09/2017,,2699599215
70005081,53.03,06/09/2017,,2699599215
70004107,4.32,04/08/2014,,2699599215
70004107,2.07,04/08/2014,,2699599215
70004107,3.28,04/08/2014,,2699599215
70004107,4.77,04/08/2014,,2699599215
70004107,4.32,06/08/2014,,2699599215
70004107,4.14,06/08/2014,,2699599215
70004978,603.90,08/09/2017,,2699599215
70005180,414.22,06/11/2018,,2699599215
70004978,603.90,11/09/2017,,2699599215
70004978,6.06,12/09/2017,,2699599215
70004978,4.14,12/09/2017,,2699599215
70004978,3.63,12/09/2017,,2699599215
70004978,21.60,12/09/2017,,2699599215
70004978,6.12,12/09/2017,,2699599215
70004995,48.11,13/09/2017,,2699599215
70004107,0.00,06/08/2014,,
70005060,112.51,15/09/2017,,2699599215
70005060,178.93,15/09/2017,,2699599215
70004995,233.99,18/09/2017,,2699599215
80011823,5.40,12/11/2018,,2699599215
80011819,19.68,13/11/2018,,2699599215
70004995,149.32,19/09/2017,,2699599215
80011826,42.98,14/11/2018,,2699599215
80011826,912.32,14/11/2018,,2699599215
80011826,283.06,14/11/2018,,2699599215
70005180,28.92,15/11/2018,,2699599215
80011826,0.00,14/11/2018,,
70005180,20.61,16/11/2018,,2699599215
80011826,912.32,19/11/2018,,2699599215
80011826,283.05,19/11/2018,,2699599215
80011826,2.07,19/11/2018,,2699599215
80011826,5.31,19/11/2018,,2699599215
70005180,40.34,19/11/2018,,2699599215
70005180,28.53,19/11/2018,,2699599215
70005062,3608.11,22/09/2017,,2699599215
70005062,-3608.12,22/09/2017,,2699599215
70004107,39.20,18/08/2014,,2699599215
70004107,3.00,18/08/2014,,2699599215
70004107,15.98,18/08/2014,,2699599215
70004107,0.00,18/08/2014,,
70004995,31.86,18/09/2017,,2699599215
70004995,3.28,25/09/2017,,2699599215
70003917,157.52,30/09/2013,,2599579215
70003917,196.90,30/09/2013,,2599579215
70003917,9.84,30/09/2013,,2599579215
70003917,9.84,30/09/2013,,2599579215
70003917,18.41,30/09/2013,,2599579215
70003917,55.23,30/09/2013,,2599579215
70003917,36.82,30/09/2013,,2599579215
70003917,18.41,30/09/2013,,2599579215
70004978,21.60,25/09/2017,,2699599215
70004107,33.41,21/08/2014,,2699599215
70004107,5.99,21/08/2014,,2699599215
70004107,4.50,21/08/2014,,2699599215
70004107,0.00,21/08/2014,,
70004107,8.43,21/08/2014,,2699599215
70004107,90.68,21/08/2014,,2699599215
70004107,83.25,21/08/2014,,2699599215
70005080,6.75,25/09/2017,,2699599215
70005080,6.56,25/09/2017,,2699599215
70005080,4.77,25/09/2017,,2699599215
70005080,5.86,25/09/2017,,2699599215
80009894,1898.58,26/09/2017,,2699599215
80009894,15.93,26/09/2017,,2699599215
70004107,10.69,28/08/2014,,2699599215
80011826,10.80,19/11/2018,,2699599215
80011826,44.80,20/11/2018,,2699599215
80011826,165.86,20/11/2018,,2699599215
80011826,64.64,20/11/2018,,2699599215
80011826,2.25,20/11/2018,,2699599215
80011826,4.14,20/11/2018,,2699599215
70005003,15.93,27/09/2017,,2699599215
80011826,9.84,16/11/2018,,2699599215
80011826,5.85,20/11/2018,,2699599215
80011826,6.56,19/11/2018,,2699599215
70004995,47.79,28/09/2017,,2699599215
70005180,225.00,22/11/2018,,2699599215
70005180,54.75,22/11/2018,,2699599215
70005180,448.00,23/11/2018,,2699599215
70005180,152.50,28/11/2018,,2699599215
70004107,14.40,01/09/2014,,2699599215
70004107,5.91,01/09/2014,,2699599215
70004107,8.64,02/09/2014,,2699599215
70004107,4.77,02/09/2014,,2699599215
70004107,5.31,02/09/2014,,2699599215
70004107,156.16,02/09/2014,,2699599215
70004107,3.28,02/09/2014,,2699599215
70004107,350.41,06/08/2014,,2699549215
70004107,155.74,29/08/2014,,2699549215
70004995,4.50,02/10/2017,,2699599215
70004995,4.68,02/10/2017,,2699599215
70004978,4.50,02/10/2017,,2699599215
70005180,0.00,04/12/2018,,
70004107,6.21,08/09/2014,,2699599215
70004107,10.62,08/09/2014,,2699599215
70004107,6.57,08/09/2014,,2699599215
70004107,3.00,08/09/2014,,2699599215
70004107,4.50,11/09/2014,,2699599215
70004107,6.57,11/09/2014,,2699599215
70004978,13.13,03/10/2017,,2699599215
70004107,0.00,16/09/2014,,
70004107,105.00,15/09/2014,,2699599215
70004978,3.51,03/10/2017,,2699599215
70004978,6.21,03/10/2017,,2699599215
70005062,958.24,03/10/2017,,2699599215
70004978,6.57,03/10/2017,,2699599215
70004978,5.85,03/10/2017,,2699599215
70005062,585.06,04/10/2017,,2699599215
70005180,12.90,04/12/2018,,2699599215
70004107,603.90,18/09/2014,,2699599215
70004107,8.42,18/09/2014,,2699599215
70004107,32.46,18/09/2014,,2699599215
70004107,18.00,18/09/2014,,2699599215
70004107,6.57,19/09/2014,,2699599215
70005062,292.53,05/10/2017,,2699599215
70005003,6.57,05/10/2017,,2699599215
70004107,39.20,22/09/2014,,2699599215
70004107,33.40,23/09/2014,,2699599215
70004107,0.00,23/09/2014,,
70004107,8.42,23/09/2014,,2699599215
70004107,6.57,23/09/2014,,2699599215
70004107,0.00,24/09/2014,,
70004107,32.59,24/09/2014,,2699599215
70004107,1.65,29/09/2014,,2699599215
70004107,32.51,29/09/2014,,2699599215
70004107,7.20,29/09/2014,,2699599215
70004107,26.00,25/09/2014,,2699599215
70004107,6.36,25/09/2014,,2699599215
80011930,2.25,21/12/2018,,2699599215
70004107,6.13,30/09/2014,,2699599215
70004107,21.60,30/09/2014,,2699599215
70004107,170.00,30/09/2014,,2699599215
70004107,10.69,30/09/2014,,2699599215
70004107,6.75,30/09/2014,,2699599215
70004107,10.69,01/10/2014,,2699599215
70004107,9.00,01/10/2014,,2699599215
70004107,7.99,01/10/2014,,2699599215
70004978,12.60,10/10/2017,,2699599215
70005060,132.92,10/10/2017,,2699599215
70005062,44.45,11/10/2017,,2699599215
70004978,117.60,11/10/2017,,2699549215
70004978,189.39,13/10/2017,,2699599215
70005062,7.68,12/10/2017,,2699599215
80010119,0.00,13/10/2017,,
80010119,25.20,13/10/2017,,2699599215
80010119,16.20,13/10/2017,,2699599215
80010119,6.75,13/10/2017,,2699599215
80010119,3.51,13/10/2017,,2699599215
80010119,70.00,13/10/2017,,2699599215
70004977,3.28,13/10/2017,,2699599215
70004978,0.00,13/10/2017,,
70003906,237.89,31/10/2013,,2599579215
70003906,158.59,31/10/2013,,2599579215
70003906,29.74,31/10/2013,,2599579215
70003906,29.74,31/10/2013,,2599579215
70003905,101.25,31/10/2013,,2599579215
70003905,42.34,31/10/2013,,2599579215
70003905,18.41,31/10/2013,,2599579215
70003905,18.41,31/10/2013,,2599579215
70003905,20.85,07/11/2013,,2599579215
70004978,189.39,16/10/2017,,2699599215
70004978,189.39,16/10/2017,,2699599215
70004107,10.69,03/10/2014,,2699599215
70005003,6.57,17/10/2017,,2699599215
70004107,0.00,06/10/2014,,
70004107,71.50,06/10/2014,,2699599215
70004107,3.28,06/10/2014,,2699599215
80011930,193.74,31/12/2018,,2699599215
80011930,-2.25,21/12/2018,,2699599215
80011930,-193.74,31/12/2018,,2699599215
70004107,9.86,09/10/2014,,2699599215
70005062,4.50,18/10/2017,,2699599215
70005062,13.03,18/10/2017,,2699599215
70004107,95.89,09/10/2014,,2699599215
70004978,0.00,18/10/2017,,
70004107,4.50,10/10/2014,,2699599215
70004978,44.80,23/10/2017,,2699599215
70004107,4.32,14/10/2014,,2699599215
70004107,2.25,14/10/2014,,2699599215
70004107,8.50,15/10/2014,,2699599215
70004978,4.14,24/10/2017,,2699599215
70004978,0.00,24/10/2017,,
70005080,10.80,24/10/2017,,2699599215
70005062,131.69,25/10/2017,,2699599215
70005062,106.39,25/10/2017,,2699599215
70004978,6.30,25/10/2017,,2699599215
70005062,131.69,25/10/2017,,2699599215
70005003,5.85,26/10/2017,,2699599215
70005062,15.75,26/10/2017,,2699599215
70005003,5.40,27/10/2017,,2699599215
70005003,34.40,27/10/2017,,2699599215
70004107,6.57,20/10/2014,,2699599215
70004107,5.31,20/10/2014,,2699599215
70004107,3.29,20/10/2014,,2699599215
70004107,7.20,22/10/2014,,2699599215
70004107,15.75,23/10/2014,,2699599215
70004107,4.50,29/10/2014,,2699599215
70003906,118.95,30/11/2013,,2599579215
70003906,39.65,30/11/2013,,2599579215
70003906,59.47,30/11/2013,,2599579215
70003906,118.95,30/11/2013,,2599579215
70003906,36.82,30/11/2013,,2599579215
70003906,165.68,30/11/2013,,2599579215
70003906,55.22,30/11/2013,,2599579215
70003904,18.41,30/11/2013,,2599579215
70003905,9.91,30/11/2013,,2599579215
70004978,3.28,30/10/2017,,2699599215
70004978,7.68,01/11/2017,,2699599215
70004107,86.80,31/10/2014,,2699599215
70004107,8.10,31/10/2014,,2699599215
70004107,56.39,03/11/2014,,2699569215
70004107,0.00,04/11/2014,,
70003905,128.86,01/12/2013,,2599579215
70003905,9.91,01/12/2013,,2599579215
70003905,19.82,01/12/2013,,2599579215
70003905,118.95,01/12/2013,,2599579215
70005003,10.80,03/11/2017,,2699599215
70004978,603.90,02/11/2017,,2699599215
70005003,4.68,02/11/2017,,2699599215
70004107,4.50,05/11/2014,,2699599215
70004107,4.32,05/11/2014,,2699599215
70003906,19.82,24/12/2013,,2599579215
70003906,218.07,24/12/2013,,2599579215
70003906,168.51,24/12/2013,,2599579215
70003906,36.82,24/12/2013,,2599579215
70003905,39.65,24/12/2013,,2599579215
70003905,29.74,24/12/2013,,2599579215
70003905,39.65,24/12/2013,,2599579215
70003905,59.47,24/12/2013,,2599579215
70003901,118.95,24/12/2013,,2599579215
70003901,59.47,24/12/2013,,2599579215
70004107,5.96,10/11/2014,,2699599215
70005003,4.50,06/11/2017,,2699599215
70005003,10.80,06/11/2017,,2699599215
70005003,9.00,06/11/2017,,2699599215
70004107,0.00,11/11/2014,,
70004107,3.28,11/11/2014,,2699599215
70004107,603.90,11/11/2014,,2699599215
70004107,56.39,12/11/2014,,2699569215
70004107,86.80,12/11/2014,,2699599215
70004107,8.42,13/11/2014,,2699599215
70004107,16.23,13/11/2014,,2699599215
70004107,9.86,13/11/2014,,2699599215
70004107,7.99,13/11/2014,,2699599215
70005003,10.80,07/11/2017,,2699599215
70003906,29.74,31/12/2013,,2599579215
70003906,49.56,31/12/2013,,2599579215
70004107,232.41,20/11/2014,,2699599215
70004107,10.57,20/11/2014,,2699599215
70004107,7.59,19/11/2014,,2699599215
70004978,6.56,08/11/2017,,2699599215
70005080,4.50,09/11/2017,,2699599215
70005003,22.50,09/11/2017,,2699599215
70005003,19.68,09/11/2017,,2699599215
70004995,19.68,09/11/2017,,2699599215
70005003,8.19,09/11/2017,,2699599215
70005003,9.00,09/11/2017,,2699599215
70005077,0.00,10/11/2017,,
70004107,21.14,25/11/2014,,2699599215
70005060,219.66,14/11/2017,,2699599215
70005077,0.00,14/11/2017,,
70004995,298.64,14/11/2017,,2699599215
70004995,447.91,14/11/2017,,2699599215
70005060,89.65,15/11/2017,,2699599215
70005003,63.72,15/11/2017,,2699599215
70004107,402.50,29/11/2014,,2699599215
70005017,171.50,16/11/2017,,2699599215
70004107,0.00,01/12/2014,,
70004995,217.51,15/11/2017,,2699599215
70005062,9.45,17/11/2017,,2699599215
70005060,219.65,21/11/2017,,2699599215
70004978,0.00,21/11/2017,,
70005003,22.05,21/11/2017,,2699599215
70005003,5.40,22/11/2017,,2699599215
70005003,3.28,21/11/2017,,2699599215
70004995,39.36,23/11/2017,,2699599215
70005003,5.85,23/11/2017,,2699599215
70004995,149.32,23/11/2017,,2699599215
70004995,70.70,23/11/2017,,2699599215
70004995,141.39,23/11/2017,,2699599215
70005060,131.25,24/11/2017,,2699599215
70004978,0.00,27/11/2017,,
70004978,10.60,27/11/2017,,2699599215
70004978,4.14,27/11/2017,,2699599215
70004978,16.23,27/11/2017,,2699599215
70004978,7.68,27/11/2017,,2699599215
70005062,484.00,28/11/2017,,2699599215
70004978,172.00,28/11/2017,,2699599215
70005017,973.58,28/11/2017,,2699599215
70005062,29.77,28/11/2017,,2699599215
70005062,45.89,28/11/2017,,2699599215
70004107,138.07,06/12/2014,,2699599215
70004107,4.21,09/12/2014,,2699599215
70005062,0.00,29/11/2017,,
70004107,26.00,11/12/2014,,2699599215
70004107,10.65,11/12/2014,,2699599215
70004107,0.00,11/12/2014,,
70005062,45.89,29/11/2017,,2699599215
70005062,105.24,29/11/2017,,2699599215
70005062,484.00,30/11/2017,,2699599215
70004107,603.90,15/12/2014,,2699599215
70004107,29.75,29/12/2014,,2699599215
70004107,0.00,31/12/2014,,
70005003,3.28,04/12/2017,,2699599215
70004978,9.45,07/12/2017,,2699599215
70005062,528.00,07/12/2017,,2699599215
70004995,88.93,07/12/2017,,2699599215
70004995,390.92,07/12/2017,,2699599215
70004995,17.86,07/12/2017,,2699599215
70004995,39.31,07/12/2017,,2699599215
70005077,0.00,07/12/2017,,
70005077,11.70,07/12/2017,,2699599215
70005062,6067.43,08/12/2017,,2699599215
70005080,133.35,11/12/2017,,2699599215
70005076,27.44,13/12/2017,,2699599215
70005076,54.87,13/12/2017,,2699599215
70005076,139.65,13/12/2017,,2699599215
80010760,11.07,13/12/2017,,2699569215
80010760,9.36,14/12/2017,,2699599215
70005003,9.54,14/12/2017,,2699599215
70005062,3.28,14/12/2017,,2699599215
80010760,27.00,15/12/2017,,2699599215
70004978,25.20,15/12/2017,,2699599215
70005003,4.68,15/12/2017,,2699599215
70005003,2.07,15/12/2017,,2699599215
70005003,3.51,18/12/2017,,2699599215
70005003,2.07,18/12/2017,,2699599215
80010763,0.00,18/12/2017,,
80010763,9.00,18/12/2017,,2699599215
80010763,5.85,18/12/2017,,2699599215
80010763,0.00,18/12/2017,,
80010763,127.50,18/12/2017,,2699599215
80010776,960.00,18/12/2017,,2699599215
70004995,112.82,19/12/2017,,2699599215
70004995,149.32,21/12/2017,,2699599215
80010763,0.00,21/12/2017,,
80010808,229.45,22/12/2017,,2699599215
80010808,0.00,22/12/2017,,
80010808,240.00,22/12/2017,,2699599215
70005077,133.35,22/12/2017,,2699599215
80010763,0.00,20/12/2017,,
80010776,0.00,27/12/2017,,
80010776,5.85,27/12/2017,,2699599215
80010776,146.40,27/12/2017,,2699599215
80010776,5.53,27/12/2017,,2699569215
80010776,97.68,27/12/2017,,2699599215
80010776,6.21,27/12/2017,,2699599215
80010776,21.60,28/12/2017,,2699599215
80010775,0.00,28/12/2017,,
80010776,6.56,18/12/2017,,2699599215
80010776,2.25,22/12/2017,,2699599215
80010760,4.50,28/12/2017,,2699599215
80010776,6.75,29/12/2017,,2699599215
70004995,39.36,29/12/2017,,2699599215
70004995,298.64,29/12/2017,,2699599215
70004995,42.48,29/12/2017,,2699599215
80010763,127.50,29/12/2017,,2699599215
80010760,400.00,29/12/2017,,2699599215
80010760,200.00,29/12/2017,,2699599215
80010760,200.00,29/12/2017,,2699599215
80007586,16.20,28/12/2016,,2699599215
80007586,10.80,29/12/2016,,2699599215
80007586,63.72,30/12/2016,,2699599215
70004770,66.00,09/01/2017,151355,6207000203
80010763,380.00,05/01/2018,150589,6207000203
80010763,-380.00,05/01/2018,150589,6207000203
70005093,1400.00,04/01/2018,150344,6207000201
70005093,480.00,04/01/2018,151342,6207000203
70005003,90.00,12/01/2017,150663,6207000201
70004107,89.11,09/01/2014,150508,6207000203
70004107,173.84,14/01/2014,150508,6207000203
70004107,104.64,15/01/2014,151365,6207000203
80011128,52.99,08/01/2018,150508,6207000203
80011128,64.40,08/01/2018,150508,6207000203
80011128,18.52,08/01/2018,150508,6207000203
80011128,51.52,08/01/2018,150508,6207000203
70004107,68.44,16/01/2014,150508,6207000203
70004107,952.00,20/01/2014,150589,6207000200
70004107,272.00,20/01/2014,150589,6207000200
70005003,316.20,05/01/2017,151365,6207000203
70005180,1308.00,22/01/2018,151355,6207000200
80011952,200.00,17/01/2019,151373,6207000203
70005302,30.00,18/01/2018,150337,6207000201
70005302,25.00,18/01/2018,150337,6207000201
70005302,100.00,17/01/2018,150344,6207000201
70005302,2400.00,17/01/2018,150344,6207000201
70005302,3360.00,17/01/2018,150344,6207000201
70005302,-3360.00,17/01/2018,150344,6207000201
70004107,37.50,21/01/2014,153144,6207000203
70005302,140.00,18/01/2018,150344,6207000201
70004107,15.74,20/01/2014,151357,6207000203
80011966,304.00,22/01/2019,151355,6207000200
80011966,132.00,22/01/2019,151355,6207000203
80011965,266.00,22/01/2019,151355,6207000200
80011965,30.00,22/01/2019,151355,6207000203
80011964,266.00,22/01/2019,151355,6207000200
80011964,24.00,22/01/2019,151355,6207000203
70005180,488.00,22/01/2018,151355,6207000200
70005180,72.00,22/01/2018,151355,6207000203
70005180,100.00,24/01/2018,150187,6207000200
80010763,5640.00,26/01/2018,153334,6207000200
80010775,1440.00,26/01/2018,153334,6207000200
80010776,1560.00,26/01/2018,153334,6207000200
80010802,1500.00,26/01/2018,153334,6207000200
80010808,2040.00,26/01/2018,153334,6207000200
80011128,4200.00,26/01/2018,153334,6207000200
70004107,34.65,23/01/2014,153144,6207000203
70004107,54.00,23/01/2014,153144,6207000203
70004107,36.00,23/01/2014,153144,6207000203
70005093,606.62,12/01/2017,152508,6207000203
70004107,114.74,23/01/2014,150508,6207000203
70004107,25.20,29/01/2014,151466,6207000203
80011971,684.00,22/01/2019,151355,6207000200
80011971,120.00,22/01/2019,151355,6207000203
80011970,634.00,22/01/2019,151355,6207000200
80011970,30.00,22/01/2019,151355,6207000203
80011968,798.00,22/01/2019,151355,6207000200
80011968,678.00,22/01/2019,151355,6207000203
80011967,3474.00,22/01/2019,151355,6207000200
80011967,910.00,22/01/2019,151355,6207000203
80011960,304.00,22/01/2019,151355,6207000200
80011960,30.00,22/01/2019,151355,6207000203
70004107,272.00,28/01/2014,150589,6207000200
70005302,-25.00,18/01/2018,150337,6207000201
70005302,25.00,18/01/2018,150337,6207000201
70004107,67.82,31/01/2014,150508,6207000203
70004107,508.77,28/01/2014,150583,6207000203
70004107,312.03,30/01/2014,150583,6207000203
70004107,474.93,30/01/2014,150583,6207000203
70004107,367.50,23/01/2014,150589,6207000203
70004107,36.00,03/02/2014,153144,6207000203
80011963,145.52,24/01/2019,150508,6207000203
80011974,46.72,24/01/2019,150508,6207000203
80011973,22.63,24/01/2019,150508,6207000203
80011973,30.18,24/01/2019,150508,6207000203
80011939,131.60,23/01/2019,151365,6207000203
80011939,15.98,23/01/2019,151365,6207000203
80011939,2.82,23/01/2019,151365,6207000203
80011939,0.38,23/01/2019,151365,6207000203
80011939,6.11,23/01/2019,151365,6207000203
80011939,10.34,23/01/2019,151365,6207000203
80011940,10.34,23/01/2019,151365,6207000203
80011940,72.76,23/01/2019,151365,6207000203
80011940,86.29,23/01/2019,151365,6207000203
80011944,32.90,23/01/2019,151365,6207000203
80011944,32.90,23/01/2019,151365,6207000203
80011944,7.71,23/01/2019,151365,6207000203
80011944,1316.00,23/01/2019,151365,6207000203
80011951,98.70,23/01/2019,151365,6207000203
80011951,1.79,23/01/2019,151365,6207000203
80011962,88.36,23/01/2019,151365,6207000203
80011962,28.20,23/01/2019,151365,6207000203
80011962,37.90,23/01/2019,151365,6207000203
80011952,64.86,23/01/2019,151365,6207000203
80011952,112.80,23/01/2019,151365,6207000203
80011952,19.74,23/01/2019,151365,6207000203
80011936,1565.00,03/01/2019,150589,6207000203
70005081,550.00,23/01/2017,154494,6207000202
70004978,24.00,23/01/2017,153144,6207000203
80011983,1088.00,30/01/2019,150589,6207000200
80011939,1088.00,30/01/2019,150589,6207000200
70005003,501.84,12/01/2017,150583,6207000203
80011976,2924.00,30/01/2019,150589,6207000200
80011938,952.00,30/01/2019,150589,6207000200
70005003,143.37,13/01/2017,150583,6207000203
80011956,1088.00,30/01/2019,150589,6207000200
80011953,816.00,30/01/2019,150589,6207000200
70005003,191.70,17/01/2017,150583,6207000203
80011954,1496.00,30/01/2019,150589,6207000200
80011955,1360.00,30/01/2019,150589,6207000200
70005076,282.48,12/01/2017,150249,6207000203
80011940,816.00,30/01/2019,150589,6207000200
80011982,816.00,30/01/2019,150589,6207000200
80011962,1360.00,30/01/2019,150589,6207000200
80011984,3332.00,30/01/2019,150589,6207000200
80011941,1088.00,30/01/2019,150589,6207000200
80011987,816.00,30/01/2019,150589,6207000200
80011943,816.00,30/01/2019,150589,6207000200
80011988,2176.00,30/01/2019,150589,6207000200
80011945,816.00,30/01/2019,150589,6207000200
80011989,2040.00,30/01/2019,150589,6207000200
80011991,1394.00,30/01/2019,150589,6207000200
70004978,14.10,13/01/2017,151365,6207000203
70004978,46.06,13/01/2017,151365,6207000203
80011947,1088.00,30/01/2019,150589,6207000200
80011948,816.00,30/01/2019,150589,6207000200
80011950,272.00,30/01/2019,150589,6207000200
80011951,1496.00,30/01/2019,150589,6207000200
80011992,5984.00,30/01/2019,150589,6207000200
70004107,272.00,31/01/2014,150589,6207000200
70004107,272.00,31/01/2014,150589,6207000200
70005302,50.00,26/01/2018,150344,6207000201
70004107,89.46,31/01/2014,155418,6207000201
70004107,310.00,31/01/2014,450466,6207000201
80011938,1224.00,29/01/2019,150589,6207000200
80011939,3536.00,29/01/2019,150589,6207000200
80011947,1666.00,29/01/2019,150589,6207000200
80011945,442.00,29/01/2019,150589,6207000200
80011943,1224.00,29/01/2019,150589,6207000200
80011983,1224.00,29/01/2019,150589,6207000200
80011962,816.00,29/01/2019,150589,6207000200
80011982,5100.00,29/01/2019,150589,6207000200
80011956,1088.00,29/01/2019,150589,6207000200
80011955,544.00,29/01/2019,150589,6207000200
80011954,272.00,29/01/2019,150589,6207000200
80011953,816.00,29/01/2019,150589,6207000200
80011952,1768.00,29/01/2019,150589,6207000200
80011951,680.00,29/01/2019,150589,6207000200
80011146,75.00,16/01/2018,151365,6207000203
80011146,14.00,16/01/2018,151365,6207000203
80011146,22.00,16/01/2018,151365,6207000203
80011146,10.00,16/01/2018,151365,6207000203
80011936,7832.05,30/01/2019,155788,6207001101
70005003,250.00,20/01/2017,156029,6207000201
70005081,143.50,24/01/2017,151355,6207000200
70005081,245.00,24/01/2017,151355,6207000200
80011823,1046.00,31/01/2019,250383,6207001404
80011823,300.80,31/01/2019,250383,6207001404
80011992,800.00,04/02/2019,151355,6207000203
70005003,70.80,23/01/2017,153144,6207000203
70005003,24.00,23/01/2017,153144,6207000203
70005003,37.50,23/01/2017,153144,6207000203
70005003,43.20,23/01/2017,153144,6207000203
70003882,138.00,31/01/2013,152337,6207000203
70003892,18.00,21/01/2013,152337,6207000203
80011999,152.00,30/01/2019,151355,6207000200
80011998,610.50,30/01/2019,151355,6207000200
80011997,1086.50,30/01/2019,151355,6207000200
80011997,385.00,30/01/2019,151355,6207000203
80011952,-64.86,23/01/2019,151365,6207000203
80011952,-112.80,23/01/2019,151365,6207000203
80011952,-19.74,23/01/2019,151365,6207000203
80011989,99.64,30/01/2019,151365,6207000203
80011989,13.63,30/01/2019,151365,6207000203
80011989,11.28,30/01/2019,151365,6207000203
80011989,16.92,30/01/2019,151365,6207000203
80011989,15.79,30/01/2019,151365,6207000203
80011988,4.93,30/01/2019,151365,6207000203
80011988,1.41,30/01/2019,151365,6207000203
80011988,0.28,30/01/2019,151365,6207000203
80011988,0.28,30/01/2019,151365,6207000203
80011988,6.20,30/01/2019,151365,6207000203
80011988,56.85,30/01/2019,151365,6207000203
80011988,1.13,30/01/2019,151365,6207000203
80011988,12.69,30/01/2019,151365,6207000203
80011989,67.68,30/01/2019,151365,6207000203
80011989,10.34,30/01/2019,151365,6207000203
80011989,13.16,30/01/2019,151365,6207000203
80011989,15.04,30/01/2019,151365,6207000203
80011989,6.20,30/01/2019,151365,6207000203
80011989,72.85,30/01/2019,151365,6207000203
80011992,54.60,30/01/2019,151365,6207000203
80011992,35.34,30/01/2019,151365,6207000203
80011996,19.74,30/01/2019,151365,6207000203
80011996,35.72,30/01/2019,151365,6207000203
80011988,6.20,30/01/2019,151365,6207000203
80011988,102.70,30/01/2019,150508,6207000203
80011988,284.43,30/01/2019,150508,6207000203
80011989,25.23,30/01/2019,150508,6207000203
80011989,463.76,30/01/2019,150508,6207000203
80011988,262.19,30/01/2019,150508,6207000203
80011988,194.37,30/01/2019,150508,6207000203
80011988,100.07,30/01/2019,150508,6207000203
80011988,83.96,30/01/2019,150508,6207000203
80011995,280.00,30/01/2019,150465,6207000202
80011826,65.00,30/01/2019,153447,6207000203
