WO,Date,MatCode,Value,Contractor,GL.Account
80008863,06/20/17,91101929,0,,
70004098,05/28/14,11200491,2774.6,,2699599215
70004119,05/28/14,11206904,6.6,,2699599215
70005378,07/26/19,11206920,6.4,,2699599215
80012548,07/26/19,11206903,4.5,,2699599215
80012548,07/26/19,11206908,10.8,,2699599215
70004107,05/27/14,11200491,2774.6,,2699599215
70004126,05/27/14,11205648,727.2,,2699599215
70004107,05/27/14,11207385,2.9,,2699599215
70004153,05/27/14,11206942,12.9,,2699599215
70004153,05/27/14,11207546,33.7,,2699599215
70004153,05/27/14,11206913,4.4,,2699599215
70004138,05/27/14,11206904,6.6,,2699599215
70004121,05/27/14,91101931,0,,
80011480,07/17/18,11204205,-175,,2699599215
70005205,07/23/18,11205664,45,,2699599215
70005178,07/23/18,11207345,95,,2699599215
80012359,07/26/19,91102540,0,,
70005368,07/26/19,11206903,4.5,,2699599215
70005353,07/26/19,11206908,5.4,,2699599215
70005323,07/26/19,11207536,150,,2699599215
80012532,07/25/19,11206939,15.8,,2699599215
80012532,07/25/19,11206939,9.5,,2699599215
80012398,07/25/19,11201192,42.1,,2699599215
80012398,07/25/19,11206937,2.3,,2699599215
80012398,07/25/19,11207385,2.8,,2699599215
80012532,07/26/19,11206937,4.5,,2699599215
70004149,05/28/14,11206931,9.4,,2699599215
80008942,06/21/17,91100759,0,,
70004149,05/28/14,11207385,4.3,,2699599215
70004255,05/28/14,11201453,29.3,,2699599215
70004153,05/28/14,11206942,13,,2699599215
70004138,05/28/14,91101931,0,,
70004116,05/28/14,11206904,3.3,,2699599215
70004119,05/28/14,11206372,17.9,,2699599215
80007192,05/12/16,11205445,196,,2699549215
80007229,05/16/16,11205616,880.4,,2699599215
70004665,05/16/16,11207385,2.9,,2699599215
70004654,05/16/16,91100225,0,,
70005402,07/24/19,11200954,809.3,,2699599215
80012378,07/29/19,11202988,75,,2699599215
80012378,07/29/19,91100583,0,,
70005323,07/29/19,11201811,25,,2699599215
70005323,07/29/19,11200921,30.4,,2699599215
70004255,05/28/14,11206425,190,,2699599215
70004135,05/19/14,11205480,970,,2699599215
70004135,05/19/14,11200898,112.7,,2699599215
70004135,05/29/14,11205478,305,,2699599215
70004135,05/29/14,11206904,6.6,,2699599215
70004151,05/29/14,11206942,25.9,,2699599215
70004151,05/29/14,11206913,5.8,,2699599215
70004116,05/29/14,11206904,6.6,,2699599215
70004152,05/29/14,11206942,25.9,,2699599215
70004152,05/29/14,11206913,5.8,,2699599215
70004126,05/29/14,11206918,4.2,,2699599215
70004126,05/29/14,11206903,2.3,,2699599215
70004152,05/29/14,11207546,33.7,,2699599215
70004251,05/29/14,11200776,76,,2699599215
70004119,05/29/14,91100488,0,,
70004119,05/29/14,11207001,16,,2699599215
70004119,05/29/14,11206908,10.8,,2699599215
70005212,07/24/18,91100799,0,,
70005212,07/24/18,11205497,65.8,,2699599215
70005235,07/24/18,11206903,9,,2699599215
70004123,05/30/14,11200020,86.8,,2699599215
70004123,05/30/14,91101931,0,,
70004123,05/30/14,11206903,13.5,,2699599215
70004121,05/30/14,11206904,9.9,,2699599215
80011523,07/25/18,11206908,16.2,,2699599215
80011525,07/24/18,11205170,85.2,,2699559215
80011525,07/24/18,11205169,54,,2699559215
70005225,07/25/18,11206288,253.6,,2699599215
70005225,07/25/18,11202978,270.8,,2699599215
80011510,07/25/18,11205246,54.2,,2699599215
70005221,07/25/18,11201702,162.6,,2699599215
70005221,07/25/18,11202988,75,,2699599215
70005221,07/25/18,91100533,0,,
70005221,07/25/18,91100583,0,,
70005235,07/25/18,11206908,21.6,,2699599215
70005221,07/25/18,11201702,270.9,,2699599215
70005221,07/25/18,11202988,75,,2699599215
70005221,07/25/18,91100533,0,,
70005221,07/25/18,91100534,0,,
70005221,07/25/18,91100583,0,,
70005181,07/25/18,11201990,143.2,,2699599215
70005219,07/25/18,11207213,13.6,,2699599215
70005210,07/26/18,91101929,0,,
70005210,07/26/18,91101929,0,,
70005225,07/26/18,11207721,2479.9,,2699599215
70005225,07/26/18,11206294,74.4,,2699599215
70005180,07/26/18,11201443,276.1,,2699599215
70005235,07/26/18,11206908,10.8,,2699599215
80011507,07/26/18,11206903,4.5,,2699599215
70005236,07/26/18,11206903,4.5,,2699599215
70005225,07/27/18,11201960,246.3,,2699599215
70005225,07/27/18,11206366,19.6,,2699599215
70005225,07/27/18,11201518,76.6,,2699599215
70005225,07/27/18,11201524,40,,2699599215
70005225,07/27/18,11202693,0.5,,2699599215
70005225,07/27/18,11202704,14.4,,2699599215
70005227,07/27/18,11206137,136.5,,2699599215
70005225,07/27/18,11203273,20.6,,2699599215
70005221,07/27/18,11202988,150,,2699599215
70005221,07/27/18,91100583,0,,
70005217,07/27/18,11201702,81.3,,2699599215
70005224,07/27/18,11204955,63.3,,2699599215
70005223,07/19/18,11206904,6.6,,2699599215
70005223,07/19/18,11207385,2.3,,2699599215
70005259,07/20/18,11206904,39.4,,2699599215
80011552,07/20/18,11207385,5.9,,2699599215
80011552,07/20/18,11206947,4.1,,2699599215
80011552,07/20/18,91101931,0,,
80011532,07/20/18,11206904,3.3,,2699599215
70005236,07/23/18,11207385,3.5,,2699599215
70005236,07/23/18,11206904,6.6,,2699599215
70005236,07/23/18,11206947,2.1,,2699599215
80011555,07/30/18,11206904,3.3,,2699599215
80011544,07/30/18,11206905,63.7,,2699599215
70005186,07/30/18,11206903,4.5,,2699599215
80011525,07/24/18,11206937,6.8,,2699599215
80011525,07/24/18,11207385,5.9,,2699599215
80011525,07/24/18,11206947,4.1,,2699599215
70005210,07/27/18,11206904,3.3,,2699599215
80011555,07/30/18,11206904,6.6,,2699599215
80011563,07/30/18,11207385,2.3,,2699599215
80011563,07/30/18,11206903,4.5,,2699599215
80011555,07/30/18,11206908,10.8,,2699599215
80012551,07/30/19,11206904,3.3,,2699599215
80012551,07/30/19,11206903,2.3,,2699599215
70005406,07/30/19,11202656,550.9,,2599579215
70004505,07/01/15,11206942,9.1,,2699599215
70004505,07/01/15,11207546,36.4,,2699599215
70004505,07/01/15,11206913,8.5,,2699599215
70004505,07/01/15,11207547,65.8,,2699599215
70004501,07/01/15,11206904,6.6,,2699599215
70004501,07/01/15,11206905,10.6,,2699599215
80006838,07/01/15,91101929,0,,
80006838,07/01/15,91101929,0,,
80006838,07/01/15,91101929,0,,
80006838,07/01/15,91101930,0,,
80012538,07/29/19,11206904,3.3,,2699599215
80006839,07/02/15,11201409,147.1,,2699599215
80012548,07/29/19,11206939,15.8,,2699599215
70004503,07/02/15,11206913,8.5,,2699599215
70004503,07/02/15,11206942,22.7,,2699599215
70004503,07/02/15,11207546,36.3,,2699599215
70004504,07/02/15,11207556,8.1,,2699599215
80006838,07/02/15,11207385,10.8,,2699599215
80012551,07/31/19,11207385,4.7,,2699599215
80012551,07/31/19,11206903,4.5,,2699599215
80012458,07/31/19,11207283,280,,2699599215
70004151,05/30/14,11206942,19.4,,2699599215
70004151,05/30/14,11206913,4.4,,2699599215
70004151,05/30/14,91101775,0,,
70004123,05/30/14,11207001,40,,2699599215
70004123,05/30/14,11206922,16.2,,2699599215
70004107,05/30/14,11201280,605.8,,2699599215
70004107,05/30/14,11206922,16.2,,2699599215
70004201,05/30/14,11200954,140.3,,2699599215
70004119,06/02/14,11201787,108.6,,2699599215
70004157,06/02/14,11202777,1234.9,,2599579215
70004119,06/02/14,11207385,4.3,,2699599215
80009021,06/22/17,91101929,0,,
80007229,05/16/16,91100434,0,,
80007229,05/16/16,91100230,0,,
80007229,05/16/16,11206904,3.3,,2699599215
70004656,05/17/16,11206903,2.3,,2699599215
70004665,05/17/16,11206903,4.5,,2699599215
70004665,05/17/16,11206904,3.3,,2699599215
70004797,05/17/16,11207001,8.9,,2699599215
80007192,05/17/16,11205445,215.6,,2699549215
70004261,06/03/14,91101361,0,,
70004261,06/03/14,91101359,0,,
70004261,06/03/14,91101357,0,,
70004263,06/03/14,11201990,100.6,,2699599215
70004159,06/03/14,11202785,489.6,,2599579215
70004135,06/03/14,11201650,102.1,,2699599215
70004134,06/03/14,11206908,10.8,,2699599215
70004107,06/03/14,11206904,6.6,,2699599215
80008942,06/22/17,91100759,0,,
80008731,06/22/17,91100086,0,,
80008896,06/22/17,91100790,0,,
70005066,06/22/17,11202220,71.9,,2699599215
80008726,06/22/17,91101929,0,,
70005066,06/23/17,11201092,174.8,,2699599215
70004997,06/23/17,11204916,20.9,,2699599215
70004676,05/17/16,11206905,15.9,,2699599215
70004676,05/17/16,11206904,3.3,,2699599215
70004664,05/17/16,11202268,154.4,,2699599215
70004798,05/17/16,11201443,469.1,,2699599215
80009099,06/23/17,11200015,4559.6,,2699569215
80009099,06/23/17,11200014,2257.4,,2699569215
70004151,06/02/14,91101775,0,,
70004151,06/02/14,11206942,19.4,,2699599215
70004121,06/01/14,91100230,0,,
70004119,06/01/14,11206921,4.3,,2699599215
70004152,06/02/14,91101775,0,,
70004109,06/02/14,11206903,2.3,,2699599215
70004253,06/02/14,11203252,43.5,,2699599215
70004253,06/02/14,91101364,0,,
70004677,05/18/16,11201251,455,,2699599215
70004664,05/17/16,11207385,7.2,,2699599215
70004798,05/17/16,11201443,-469.1,,2699599215
70004799,05/17/16,11200724,88.9,,2699599215
70004121,06/01/14,91100230,0,,
70004980,06/23/17,91100625,0,,
70004712,05/18/16,11202777,1241.2,,2599579215
70004677,05/18/16,11206903,4.5,,2699599215
70004677,05/18/16,91100176,0,,
70004681,05/18/16,91100790,0,,
70004654,05/18/16,91100535,0,,
70004695,05/18/16,11206904,3.3,,2699599215
70004695,05/18/16,11206907,4.8,,2699599215
70004677,05/18/16,91101546,0,,
70004677,05/18/16,11206904,6.6,,2699599215
70004668,05/18/16,11206904,3.3,,2699599215
70004656,05/19/16,11207385,2.9,,2699599215
70004673,05/19/16,11207385,4.3,,2699599215
70004687,05/19/16,11206939,41,,2699599215
70004673,05/19/16,11202959,350,,2699599215
70004673,05/19/16,11206904,3.3,,2699599215
70004673,05/19/16,11203243,47.8,,2699599215
70004673,05/19/16,11206904,3.3,,2699599215
70004796,05/19/16,11207345,95,,2699599215
70004680,05/19/16,11206903,4.5,,2699599215
70004673,05/19/16,11207385,7.2,,2699599215
70004676,05/19/16,11206904,6.6,,2699599215
70004681,05/19/16,11206796,111.8,,2699599215
70004153,06/02/14,11207546,33.4,,2699599215
70004153,06/02/14,11206942,25.9,,2699599215
70004153,06/02/14,11206913,5.8,,2699599215
70004153,06/02/14,91101775,0,,
70004122,06/04/14,91101931,0,,
70004122,06/04/14,11207385,2.9,,2699599215
70004122,06/04/14,11206947,2.1,,2699599215
70004122,06/04/14,11206904,6.6,,2699599215
70004119,06/04/14,11206937,6.8,,2699599215
70004119,06/04/14,11206918,4.2,,2699599215
70004116,06/04/14,91100533,0,,
70004116,06/04/14,91100534,0,,
70004124,06/04/14,11206904,6.6,,2699599215
70004151,06/04/14,11207546,33.4,,2699599215
70004121,06/04/14,11206918,8.4,,2699599215
70004126,06/04/14,11207385,7.2,,2699599215
70004126,06/04/14,11206904,3.3,,2699599215
70004255,06/04/14,91101364,0,,
70004503,07/03/15,11207546,36.3,,2699599215
70004503,07/03/15,11206913,5.1,,2699599215
80006838,07/03/15,11207385,14.4,,2699599215
80006838,07/03/15,11200020,91.6,,2699599215
70004469,07/03/15,11205246,68.5,,2699599215
70004684,05/19/16,91101737,0,,
70004664,05/19/16,11206947,4.1,,2699599215
70004664,05/19/16,11207385,5.8,,2699599215
70004798,05/19/16,11200778,93.8,,2699599215
80006850,07/06/15,11207385,17.2,,2699599215
80006850,07/06/15,11206947,10.4,,2699599215
80006850,07/06/15,11206904,13.1,,2699599215
70004501,07/06/15,11206933,12.6,,2699599215
70004687,05/20/16,11206939,41,,2699599215
70004687,05/20/16,11206937,4.5,,2699599215
70004677,05/20/16,11206903,6.8,,2699599215
70004677,05/20/16,11207385,5.8,,2699599215
70004460,07/06/15,11206920,23,,2699599215
80006850,07/01/15,11205595,753.3,,2699559215
80006850,07/01/15,91100508,0,,
80006848,07/01/15,11201845,7765.8,,2699599215
80006848,07/01/15,91100584,0,,
80006838,07/02/15,11200838,3378.6,,2699599215
80006838,07/02/15,11201131,834.3,,2699599215
80006838,07/02/15,91101929,0,,
70004501,07/03/15,11206904,6.6,,2699599215
80006838,07/02/15,91101929,0,,
80006838,07/02/15,91101929,0,,
70004460,07/02/15,11200020,91.6,,2699599215
80006838,07/02/15,91101929,0,,
80006838,07/02/15,11206904,6.6,,2699599215
80006835,07/02/15,91101929,0,,
70004676,05/20/16,11206918,4.5,,2699599215
70004678,05/20/16,11206904,9.9,,2699599215
70004678,05/20/16,11206903,2.3,,2699599215
70004469,07/03/15,91100186,0,,
70004598,07/03/15,11201660,948.9,,2699599215
70004598,07/03/15,11203237,885.2,,2699599215
70004600,07/03/15,11206919,19.7,,2699599215
70004600,07/03/15,11200778,18.8,,2699599215
70004792,05/20/16,91101360,0,,
70004792,05/20/16,91101358,0,,
70004792,05/20/16,11205565,43.9,,2699599215
70004792,05/20/16,11205569,75.7,,2699599215
70004792,05/20/16,91101362,0,,
70004792,05/20/16,91101364,0,,
70004683,05/20/16,11206904,6.6,,2699599215
70004680,05/19/16,91102108,0,,
70004678,05/20/16,91100151,0,,
70004678,05/20/16,91102107,0,,
70004107,06/03/14,11206922,16.2,,2699599215
70004107,06/03/14,11206903,11.3,,2699599215
70004253,06/03/14,91101355,0,,
70004504,07/06/15,11207612,6.6,,2699599215
70004261,06/03/14,91101360,0,,
70004261,06/03/14,91101358,0,,
70004261,06/03/14,11200724,48.8,,2699599215
70004792,05/23/16,91101360,0,,
70004792,05/23/16,91101358,0,,
70004681,05/23/16,11207385,7.2,,2699599215
70004679,05/23/16,11206294,74.7,,2699599215
70004681,05/23/16,11207666,237,,2699599215
80007204,05/23/16,91100126,0,,
80007204,05/23/16,11206904,13.1,,2699599215
80007204,05/23/16,11206908,10.8,,2699599215
70004654,05/23/16,91100434,0,,
70004792,05/23/16,11205569,79,,2699599215
70004792,05/23/16,91101364,0,,
70004792,05/23/16,11200724,88.9,,2699599215
70004792,05/23/16,91101360,0,,
70004177,06/05/14,11207546,133.6,,2699599215
70004116,06/05/14,11205246,126.7,,2699599215
70004116,06/05/14,11206904,6.6,,2699599215
70004153,06/05/14,11206942,32.4,,2699599215
70004153,06/05/14,11206913,7.3,,2699599215
70004153,06/05/14,11207546,33.4,,2699599215
70004151,06/05/14,91101775,0,,
70004256,06/05/14,11203755,133.8,,2699599215
70004121,06/05/14,91100556,0,,
70004134,06/04/14,11206922,36.1,,2699599215
70004134,06/04/14,11206921,9.2,,2699599215
70004134,06/04/14,11207213,12.4,,2699599215
70004116,06/05/14,11206905,10.6,,2699599215
70004126,06/05/14,91100755,0,,
70004654,05/23/16,11206904,6.6,,2699599215
70004654,05/23/16,11207385,4.3,,2699599215
70004654,05/23/16,11206903,4.5,,2699599215
80008739,06/27/17,11206931,5.9,,2699599215
80008722,06/27/17,91100230,0,,
70005370,07/30/19,11206907,4.8,,2699599215
70004796,05/23/16,91102090,0,,
70004654,05/23/16,91100434,0,,
80012429,08/02/19,11206920,6.4,,2699599215
80006838,07/03/15,91101928,0,,
80006838,07/07/15,91101929,0,,
80006851,07/07/15,11206904,6.6,,2699599215
80006838,07/07/15,11201126,13565.6,,2699599215
80006838,07/07/15,11206905,10.6,,2699599215
80006838,07/07/15,11206918,4.2,,2699599215
70004503,07/07/15,11206913,3.4,,2699599215
70004503,07/07/15,11207546,36.3,,2699599215
70004503,07/07/15,11206913,5.1,,2699599215
70004503,07/07/15,11206942,9.1,,2699599215
80012472,08/01/19,11206939,9.5,,2699599215
70004501,07/03/15,11206903,4.5,,2699599215
70004501,07/03/15,11206908,10.8,,2699599215
80006850,07/03/15,91101929,0,,
80006838,07/03/15,91101929,0,,
70004472,07/06/15,11202672,92.6,,2699559215
80006867,07/06/15,11200086,157.2,,2699599215
70004472,07/06/15,11205170,107.4,,2699559215
80006838,07/06/15,91101929,0,,
80006838,07/06/15,11206947,10.4,,2699599215
80006838,07/06/15,11206931,8.9,,2699599215
80006838,07/06/15,11206904,6.6,,2699599215
80006838,07/06/15,11207385,14.4,,2699599215
80008722,06/26/17,11200517,2855.2,,2699599215
80008942,06/27/17,11200022,83.4,,2699599215
80008942,06/27/17,11200021,120,,2699599215
80008726,06/27/17,91101928,0,,
80008726,06/27/17,91101929,0,,
80008722,06/27/17,11204916,62.7,,2699599215
80008722,06/27/17,91100230,0,,
80012549,07/31/19,11206939,9.5,,2699599215
80012415,08/02/19,11207385,4.7,,2699599215
80012459,08/02/19,11206904,6.6,,2699599215
80012459,08/02/19,11206905,5.3,,2699599215
80012474,08/02/19,11207385,4.7,,2699599215
70005339,08/02/19,11207371,473.1,,2699599215
80012557,08/01/19,11207792,8029.9,,2699599215
80012415,08/01/19,11206904,6.6,,2699599215
80012415,08/01/19,11206907,4.8,,2699599215
80012559,08/01/19,11208072,707.4,,2699599215
80012559,08/01/19,11207764,96.1,,2699599215
80012559,08/01/19,11207763,51.7,,2699599215
80012455,08/01/19,91101931,0,,
80012556,08/01/19,91100625,0,,
80012458,08/01/19,11207201,65279.1,,2699599215
80012451,08/01/19,11207385,2.8,,2699599215
80011555,07/30/18,11206903,2.3,,2699599215
80011563,07/31/18,11201758,1466,,2699599215
70005219,07/31/18,91100186,0,,
80011555,07/30/18,11205433,35.8,,2699599215
80011525,07/30/18,11205168,2567.1,,2699559215
80011555,07/30/18,11206904,3.3,,2699599215
80011563,07/30/18,11201758,1466,,2699599215
80011563,07/30/18,11206939,12.6,,2699599215
80011531,07/31/18,11206937,4.5,,2699599215
80011531,07/31/18,11207385,5.9,,2699599215
70005225,08/01/18,91100126,0,,
80011544,08/01/18,11207385,7,,2699599215
80011544,08/01/18,11206907,4.8,,2699599215
80011592,08/01/18,11200834,144.4,,2699599215
80011592,08/01/18,11206903,11.3,,2699599215
80011592,08/01/18,11206904,9.8,,2699599215
80011563,07/31/18,11200099,45.9,,2699599215
80011563,07/31/18,91100102,0,,
70005178,07/31/18,11201443,138.1,,2699599215
70005178,07/31/18,11205429,151,,2699599215
80011563,07/31/18,11206904,3.3,,2699599215
80011567,08/01/18,91101934,0,,
80011567,08/01/18,11207650,158.1,,2699599215
80011523,07/26/18,91101931,0,,
80011523,07/26/18,11207385,2.3,,2699599215
80011567,08/02/18,11206904,6.6,,2699599215
80011565,08/02/18,11206908,10.8,,2699599215
70005227,08/02/18,11206904,39.4,,2699599215
80012415,08/02/19,11206904,6.6,,2699599215
80012473,08/02/19,11206904,6.6,,2699599215
80012473,08/02/19,11207385,9.4,,2699599215
80012455,08/02/19,11206908,10.8,,2699599215
80012455,08/02/19,11206903,2.3,,2699599215
80012455,08/02/19,11206904,3.3,,2699599215
80012559,08/02/19,11208072,101.1,,2699599215
80006838,07/07/15,91101929,0,,
80006838,07/07/15,11207385,7.2,,2699599215
80006838,07/07/15,11206937,4.5,,2699599215
80006848,07/07/15,11200020,97.7,,2699599215
80006848,07/07/15,11207385,14.4,,2699599215
70004501,07/07/15,11206917,16.1,,2699599215
70004501,07/07/15,11206918,4.2,,2699599215
70004598,07/07/15,11205299,1291.3,,2699599215
70004503,07/07/15,11206913,5.4,,2699599215
70005210,08/02/18,11201280,643.4,,2699599215
70005210,08/02/18,11206907,4.8,,2699599215
80011544,08/02/18,11206904,6.6,,2699599215
80011544,08/02/18,11206905,5.3,,2699599215
70005210,08/02/18,11206903,2.3,,2699599215
80007204,05/24/16,11205371,800.8,,2699599215
80007204,05/24/16,11207661,2.9,,2699599215
80007204,05/24/16,11207547,22.6,,2699599215
70004684,05/24/16,11200056,41.3,,2699599215
70004684,05/24/16,11200175,32.8,,2699599215
70004684,05/24/16,91100115,0,,
70004681,05/24/16,11207385,7.2,,2699599215
70004665,05/24/16,91100625,0,,
70004665,05/24/16,91100625,0,,
80007204,05/24/16,91100126,0,,
80007204,05/24/16,11200626,663.7,,2699599215
80007204,05/24/16,11202131,1607.8,,2699599215
80007204,05/24/16,11201062,193.7,,2699599215
80007204,05/24/16,11201961,778.7,,2699599215
80011567,08/06/18,11206907,4.8,,2699599215
80011563,08/06/18,11207385,5.9,,2699599215
80007204,05/24/16,11206904,6.6,,2699599215
80007204,05/24/16,11207385,5.8,,2699599215
70004681,05/24/16,11206905,21.2,,2699599215
70004681,05/24/16,11206907,9.5,,2699599215
70004681,05/24/16,11206904,13.1,,2699599215
80011554,08/02/18,11206905,5.3,,2699599215
80011554,08/02/18,11206907,4.8,,2699599215
80011554,08/02/18,11206904,3.3,,2699599215
80011554,08/02/18,91101929,0,,
80011554,08/02/18,11206947,4.1,,2699599215
80011554,08/02/18,11207385,2.3,,2699599215
70004684,05/25/16,11207385,8.6,,2699599215
70004679,05/25/16,11206904,6.6,,2699599215
70004679,05/25/16,11207385,2.9,,2699599215
70004683,05/25/16,11206904,6.6,,2699599215
70004694,05/25/16,11206904,3.3,,2699599215
70004668,05/25/16,11206903,22.5,,2699599215
70004668,05/25/16,11207385,7.2,,2699599215
70004677,05/25/16,11206903,4.5,,2699599215
70004677,05/25/16,11207385,7.2,,2699599215
70004687,05/25/16,11206903,4.5,,2699599215
70004501,07/07/15,11206947,6.2,,2699599215
80006839,07/08/15,11205600,1216,,2699599215
70004501,07/08/15,11200020,97.7,,2699599215
70004501,07/08/15,11207385,8.6,,2699599215
80006850,07/08/15,11206904,6.6,,2699599215
70004505,07/08/15,11207546,36.4,,2699599215
70004505,07/08/15,11207209,6.4,,2699599215
70004501,07/08/15,11206947,4.2,,2699599215
80006838,07/08/15,91101929,0,,
80006838,07/08/15,91101929,0,,
80006838,07/08/15,11201132,245.1,,2699599215
70004462,07/08/15,11201280,603.9,,2699599215
70004505,07/08/15,11207612,6.6,,2699599215
70004505,07/08/15,91101775,0,,
70004674,05/26/16,11206903,4.5,,2699599215
70004683,05/26/16,11206921,8.6,,2699599215
80008941,06/28/17,91101659,0,,
80009127,06/28/17,11205246,91.5,,2699599215
70005062,06/28/17,91101355,0,,
70004678,05/26/16,11206903,4.5,,2699599215
70004678,05/26/16,11207385,2.9,,2699599215
70004683,05/26/16,91100225,0,,
80006838,07/09/15,11202268,155.4,,2699599215
80006850,07/09/15,11206937,9,,2699599215
70004501,07/09/15,11207385,7.2,,2699599215
80006850,07/09/15,91101934,0,,
70004676,05/27/16,11202038,485.8,,2699599215
70004676,05/27/16,11201451,295.6,,2699599215
70004677,05/27/16,11207385,14.4,,2699599215
70004677,05/27/16,11206903,4.5,,2699599215
70004469,07/09/15,91100186,0,,
80006838,07/09/15,91101929,0,,
70004598,07/09/15,11206903,4.5,,2699599215
70004677,05/27/16,11206904,9.9,,2699599215
70004677,05/27/16,11206908,10.8,,2699599215
70004677,05/27/16,11206903,2.3,,2699599215
70004677,05/27/16,11206908,10.8,,2699599215
70004676,05/27/16,11206903,2.3,,2699599215
70004684,05/27/16,91100130,0,,
70004683,05/27/16,11207385,4.3,,2699599215
70004688,05/26/16,91101546,0,,
70004503,07/10/15,11206913,1.8,,2699599215
70004501,07/10/15,11206908,16.2,,2699599215
70004501,07/10/15,11206903,6.8,,2699599215
70004681,05/27/16,11206905,63.7,,2699599215
70004684,05/27/16,91100130,0,,
70004684,05/27/16,11206904,3.3,,2699599215
70004501,07/10/15,11206903,6.8,,2699599215
70004501,07/10/15,11206918,4.2,,2699599215
80006850,07/10/15,11206903,67.5,,2699599215
70004504,07/10/15,11206913,3.6,,2699599215
70004504,07/10/15,91101775,0,,
80006838,07/10/15,11206903,9,,2699599215
70004598,07/10/15,11206908,10.8,,2699599215
70004505,07/10/15,11206913,43.2,,2699599215
70004505,07/10/15,11207546,106.7,,2699599215
70004505,07/10/15,11207209,6.4,,2699599215
70004505,07/10/15,11207556,8.1,,2699599215
70004505,07/10/15,11206942,13.6,,2699599215
80008941,06/29/17,91100945,0,,
80008942,06/29/17,11205445,29.4,,2699549215
80006846,07/10/15,11206922,8.1,,2699599215
80006846,07/10/15,11207385,7.2,,2699599215
80006846,07/10/15,11206903,4.5,,2699599215
70004501,07/10/15,11206904,6.6,,2699599215
80006838,07/10/15,11207385,4.3,,2699599215
70004472,07/10/15,91101929,0,,
70004472,07/10/15,11206931,6,,2699599215
70004501,07/10/15,11206908,27,,2699599215
80008726,06/30/17,91101931,0,,
70004664,05/31/16,11206903,2.3,,2699599215
70004678,05/31/16,11207385,4.3,,2699599215
80008740,07/04/17,11207213,6.1,,2699599215
80008726,07/03/17,11201109,9272.7,,2699599215
80008726,07/03/17,11202906,3256.4,,2699599215
80008726,07/03/17,11202905,6006,,2699599215
70005005,07/03/17,11200898,113.9,,2699599215
70005005,07/03/17,11200484,207.5,,2699599215
80009126,07/03/17,91100230,0,,
70004799,05/30/16,91101357,0,,
70004677,05/30/16,11206903,6.8,,2699599215
70004677,05/30/16,11207385,4.3,,2699599215
70004654,05/30/16,91100556,0,,
70004654,05/30/16,11206904,6.6,,2699599215
70004666,05/30/16,11206904,6.6,,2699599215
70004666,05/30/16,11207385,5.8,,2699599215
70004460,07/10/15,11201280,603.9,,2699599215
70005353,08/06/19,11206939,12.6,,2699599215
70005353,08/06/19,11206904,13.1,,2699599215
70005353,08/06/19,11206907,9.5,,2699599215
80012464,08/08/19,11206937,4.5,,2699599215
80012412,08/08/19,91101934,0,,
80012412,08/08/19,11207650,274.4,,2699599215
80012452,08/08/19,11206908,43.2,,2699599215
80012412,08/08/19,91101933,0,,
80012412,08/08/19,11207650,137.2,,2699599215
80012452,08/08/19,11206903,9,,2699599215
80012440,08/09/19,91101932,0,,
80012452,08/09/19,11206904,13.1,,2699599215
70005321,08/09/19,11203210,130,,2699599215
80012458,08/06/19,11206904,13.1,,2699599215
80012471,08/06/19,11207385,11.3,,2699599215
70005319,08/06/19,11201043,1566.7,,2699599215
80012470,08/06/19,91100183,0,,
80012470,08/06/19,91101025,0,,
80012425,08/06/19,11206908,43.2,,2699599215
80012425,08/06/19,11206947,6.3,,2699599215
80012452,08/06/19,11206904,19.7,,2699599215
80012452,08/06/19,11206905,21.2,,2699599215
80012423,08/06/19,11207385,14.1,,2699599215
80012423,08/06/19,11206947,12.6,,2699599215
80012459,08/06/19,11207385,7.5,,2699599215
80012556,08/06/19,11206921,9.6,,2699599215
80012423,08/06/19,11206904,6.6,,2699599215
70005319,08/06/19,11201043,-1566.7,,2699599215
70005319,08/06/19,11207661,1,,2699599215
70005319,08/06/19,11204855,484.5,,2699599215
80012425,08/06/19,11207024,899,,2699599215
80012423,08/06/19,11206947,10.5,,2699599215
70005353,08/06/19,11206907,4.8,,2699599215
70004660,05/30/16,11206937,9,,2699599215
70004660,05/30/16,11206933,4,,2699599215
70004660,05/30/16,11206903,4.5,,2699599215
80012412,08/06/19,11200020,97.7,,2699599215
80012412,08/06/19,11200021,120,,2699599215
80012412,08/06/19,11207385,5.6,,2699599215
80012425,08/06/19,11206947,2.1,,2699599215
80012425,08/06/19,11207385,7.5,,2699599215
80012459,08/06/19,11206947,2.1,,2699599215
80012459,08/06/19,91101929,0,,
80012556,08/06/19,11206903,11.3,,2699599215
80007243,05/27/16,11207264,800,,2699599215
80011544,08/03/18,11206908,27,,2699599215
80011543,08/03/18,11206908,5.4,,2699599215
80011567,08/03/18,11206904,3.3,,2699599215
80011555,08/03/18,91101931,0,,
80011567,08/03/18,91101929,0,,
70005210,08/03/18,11202669,830.3,,2599579215
80011543,08/03/18,11206904,6.6,,2699599215
70005178,08/03/18,11201029,11.6,,2699599215
70005178,08/03/18,11200913,17.7,,2699599215
80011555,08/03/18,91101928,0,,
70004505,07/13/15,91101775,0,,
70004505,07/13/15,11206913,14.4,,2699599215
70004503,07/13/15,11207556,8.1,,2699599215
80011557,08/03/18,11205115,42.1,,2699599215
80011543,08/03/18,91101930,0,,
