WO,Date,MatCode,Value,Contractor,GL.Account
80007600,01/27/17,,408,150589,6207000200
80007601,01/27/17,,1360,150589,6207000200
70004124,02/01/14,,70,154781,6207000200
80007602,01/27/17,,816,150589,6207000200
80007604,01/27/17,,1632,150589,6207000200
70004140,02/10/14,,300,153626,6207000203
70004140,02/10/14,,60,153626,6207000203
80007605,01/27/17,,408,150589,6207000200
80007606,01/27/17,,1496,150589,6207000200
80007620,01/27/17,,544,150589,6207000200
70004145,02/04/14,,25,155180,6207000201
70004145,02/04/14,,412,155180,6207000203
80007024,01/25/16,,1440,153334,6207000200
80007027,01/25/16,,1440,153334,6207000200
80007025,01/25/16,,720,153334,6207000200
80007026,01/25/16,,480,153334,6207000200
80007027,01/25/16,,240,153334,6207000200
70005234,01/31/19,,-160,450466,6207000201
80011295,01/31/19,,-350,450466,6207000201
80011360,01/31/19,,-320,450466,6207000202
80011672,01/31/19,,-120,151949,6207000203
70005378,02/05/19,,112,152233,6207000203
70005378,02/05/19,,24,152233,6207000203
70005378,02/05/19,,14,152233,6207000203
70005378,02/05/19,,30,152233,6207000203
70005378,02/05/19,,180,152233,6207000203
80011072,01/31/18,,1320,155980,6207000201
80011102,01/31/18,,698.9,155980,6207000202
80011124,01/31/18,,1470,155980,6207000203
80011124,01/31/18,,1600,155980,6207000203
80011175,01/31/18,,540,155980,6207000202
80011220,01/31/18,,180,155980,6207000202
80011211,01/31/18,,960,155980,6207000202
80011221,01/31/18,,480,155980,6207000202
80011072,01/14/18,,2940,250743,6207000203
70004678,01/28/16,,144.8,151365,6207000203
70004687,01/28/16,,29.9,151365,6207000203
80007050,01/26/16,,132.5,151355,6207000203
80007050,01/26/16,,217.5,151355,6207000203
80007050,01/26/16,,35,151355,6207000203
80007050,01/26/16,,40,151355,6207000203
70004797,01/26/16,,30,151355,6207000203
80007079,01/26/16,,486,151355,6207000203
80007050,01/25/16,,140,151355,6207000200
80007050,01/25/16,,164,151355,6207000200
80007050,01/25/16,,52.5,151355,6207000200
80007050,01/25/16,,367.5,151355,6207000200
80007050,01/25/16,,61.5,151355,6207000200
80007050,01/25/16,,266.5,151355,6207000200
70004797,01/25/16,,52.5,151355,6207000200
80007050,01/25/16,,70,151355,6207000200
70004797,01/25/16,,61.5,151355,6207000200
80007050,01/25/16,,82,151355,6207000200
80007079,01/25/16,,420,151355,6207000200
80007079,01/25/16,,164,151355,6207000200
70004663,01/25/16,,120,152597,6207000201
70004663,01/25/16,,351.9,152597,6207000203
70004663,01/25/16,,350.2,152597,6207000203
70004663,01/25/16,,149.6,152597,6207000203
70004663,01/25/16,,598.4,152597,6207000203
70004689,01/26/16,,37.6,151365,6207000203
70004689,01/26/16,,26.7,151365,6207000203
80006650,02/09/15,,210,155402,6207000203
80011161,02/13/18,,272,150589,6207000200
80011142,02/13/18,,136,150589,6207000200
80011214,02/13/18,,816,150589,6207000200
80011212,02/13/18,,272,150589,6207000200
80011233,02/13/18,,272,150589,6207000200
80011231,02/13/18,,272,150589,6207000200
80011230,02/13/18,,816,150589,6207000200
80011219,02/13/18,,782,150589,6207000200
80011240,02/13/18,,952,150589,6207000200
80011238,02/13/18,,1190,150589,6207000200
80011237,02/13/18,,816,150589,6207000200
80011235,02/13/18,,442,150589,6207000200
70005258,02/13/18,,2040,150589,6207000200
80011184,02/13/18,,1496,150589,6207000200
80011160,02/13/18,,544,150589,6207000200
80011142,02/13/18,,272,150589,6207000200
80011137,02/13/18,,272,150589,6207000200
80011175,02/13/18,,1088,150589,6207000200
80011170,02/13/18,,1054,150589,6207000200
80011195,02/13/18,,1122,150589,6207000200
80011214,02/13/18,,408,150589,6207000200
80011208,02/13/18,,578,150589,6207000200
80011224,02/13/18,,408,150589,6207000200
80011223,02/13/18,,408,150589,6207000200
70005258,02/13/18,,2040,150589,6207000200
80011189,02/13/18,,1156,150589,6207000200
80011187,02/13/18,,544,150589,6207000200
80011182,02/13/18,,680,150589,6207000200
70004456,02/12/15,,249.2,153480,6207000203
80006625,02/12/15,,550,154494,6207000201
80006626,02/12/15,,550,154494,6207000201
80006628,02/12/15,,13750,150589,6207000201
70004613,02/04/15,,260,155212,6207000201
70004613,02/04/15,,67.6,155212,6207000203
70004613,02/04/15,,57.9,155212,6207000203
70004613,02/04/15,,21.7,155212,6207000203
70004613,02/04/15,,24.1,155212,6207000203
80011072,01/31/18,,1940,155980,6207000201
70005020,01/26/17,,150,150465,6207000201
70005020,01/26/17,,380,150465,6207000201
70005020,01/26/17,,370,150465,6207000201
70005019,01/24/17,,89.6,150508,6207000203
70005019,01/24/17,,39,150508,6207000203
70005019,01/24/17,,6.5,150508,6207000203
70005019,01/24/17,,5.3,150508,6207000203
70005019,01/24/17,,28.9,150508,6207000203
70004980,01/25/17,,9.5,151360,6207000203
70004980,01/25/17,,2.7,151360,6207000203
70004970,01/25/17,,62.9,151365,6207000203
70004970,01/25/17,,82.7,151365,6207000203
70004970,01/25/17,,61.1,151365,6207000203
70004970,01/25/17,,25.9,151365,6207000203
70004970,01/25/17,,19.7,151365,6207000203
70004970,01/25/17,,21.6,151365,6207000203
70004970,01/25/17,,41.7,151365,6207000203
70004970,01/25/17,,9.2,151365,6207000203
70004970,01/25/17,,6.2,151365,6207000203
70004970,01/25/17,,9.2,151365,6207000203
70004970,01/25/17,,3.6,151365,6207000203
70005178,02/05/18,,3.2,150249,6207000203
70005178,02/05/18,,3.3,150249,6207000203
70004704,01/27/16,,395.1,153493,6207000203
70004704,01/27/16,,683.3,153493,6207000203
70004704,01/27/16,,202.5,153493,6207000203
70004664,01/27/16,,195.1,151365,6207000203
80007077,01/27/16,,51.8,150249,6207000203
70004792,01/27/16,,306.2,150249,6207000203
70004689,01/27/16,,122,150583,6207000203
70004696,01/27/16,,23.4,150583,6207000203
70004792,01/27/16,,170,151046,6207000203
70004689,01/26/16,,130,152233,6207000203
70004689,01/26/16,,16,152233,6207000203
70004689,01/26/16,,13.2,152233,6207000203
70004689,01/26/16,,15,152233,6207000203
70004689,01/27/16,,8,152233,6207000203
70004689,01/27/16,,7,152233,6207000203
70004689,01/27/16,,1,152233,6207000203
70004718,01/28/16,,680,150589,6207000200
70004708,01/28/16,,680,150589,6207000200
70004666,01/28/16,,272,150589,6207000200
70004666,01/28/16,,272,150589,6207000200
80007043,01/28/16,,816,150589,6207000200
80007038,01/28/16,,408,150589,6207000200
80007038,01/28/16,,272,150589,6207000200
70004683,01/28/16,,272,150589,6207000200
70004684,01/28/16,,816,150589,6207000200
80007042,01/28/16,,1360,150589,6207000200
70004673,01/28/16,,272,150589,6207000200
80007039,01/28/16,,408,150589,6207000200
80007041,01/28/16,,272,150589,6207000200
70004683,01/28/16,,272,150589,6207000200
70004684,01/28/16,,272,150589,6207000200
80007039,01/28/16,,408,150589,6207000200
70004686,01/28/16,,408,150589,6207000200
70004674,01/28/16,,272,150589,6207000200
80007028,01/28/16,,1020,150589,6207000200
80007041,01/28/16,,272,150589,6207000200
80007040,01/28/16,,544,150589,6207000200
70004684,01/28/16,,408,150589,6207000200
70004687,01/28/16,,272,150589,6207000200
70004718,01/28/16,,680,150589,6207000200
70004709,01/28/16,,680,150589,6207000200
70004669,01/28/16,,1224,150589,6207000200
80007039,01/28/16,,136,150589,6207000200
70004684,01/28/16,,136,150589,6207000200
70004684,01/28/16,,272,150589,6207000200
80007026,01/28/16,,2040,150589,6207000200
80007023,01/28/16,,646,150589,6207000200
70004717,01/28/16,,272,150589,6207000200
70004670,01/28/16,,272,150589,6207000200
80007025,01/28/16,,1224,150589,6207000200
80007025,01/28/16,,1088,150589,6207000200
70005075,01/27/17,,190,151355,6207000200
70005075,01/27/17,,30,151355,6207000203
70005074,01/27/17,,444,151355,6207000200
70005074,01/27/17,,160,151355,6207000203
70005076,01/27/17,,152,151355,6207000200
70005076,01/27/17,,-152,151355,6207000200
70005076,01/27/17,,152,151355,6207000200
70005076,01/27/17,,160,151355,6207000203
70005076,01/27/17,,900,151355,6207000200
70005076,01/27/17,,48,151355,6207000203
70005062,01/27/17,,152,151355,6207000200
80007028,01/28/16,,272,150589,6207000200
80007025,01/28/16,,272,150589,6207000200
80007038,01/28/16,,272,150589,6207000200
70004712,01/28/16,,272,150589,6207000200
80007037,01/28/16,,272,150589,6207000200
70005060,01/27/17,,444,151355,6207000200
70005060,01/27/17,,40,151355,6207000203
70004690,01/28/16,,272,150589,6207000200
70005062,01/27/17,,114,151355,6207000200
80007025,01/28/16,,1088,150589,6207000200
80007025,01/28/16,,1088,150589,6207000200
80007025,01/28/16,,816,150589,6207000200
80007026,01/28/16,,2720,150589,6207000200
70004667,01/28/16,,272,150589,6207000200
80007037,01/28/16,,680,150589,6207000200
70004712,01/28/16,,272,150589,6207000200
80007024,01/28/16,,544,150589,6207000200
70005076,01/24/17,,205.8,150249,6207000203
70005076,01/24/17,,214.7,150249,6207000203
70005076,01/24/17,,122,150249,6207000203
70005076,01/24/17,,92.5,150249,6207000203
70005076,01/24/17,,220.3,150249,6207000203
70005062,01/24/17,,39,150249,6207000203
70005062,01/24/17,,56.4,150249,6207000203
70005077,01/24/17,,357.2,150249,6207000203
80007027,01/28/16,,680,150589,6207000200
80007023,01/28/16,,1088,150589,6207000200
80007025,01/28/16,,272,150589,6207000200
80007025,01/28/16,,816,150589,6207000200
80007025,01/28/16,,816,150589,6207000200
80007026,01/28/16,,1088,150589,6207000200
70004712,01/28/16,,272,150589,6207000200
70004673,01/28/16,,272,150589,6207000200
70004693,01/28/16,,272,150589,6207000200
80007046,01/28/16,,680,150589,6207000200
80007040,01/28/16,,204,150589,6207000200
80007046,01/28/16,,272,150589,6207000200
80007039,01/28/16,,408,150589,6207000200
80007077,01/28/16,,1224,150589,6207000200
80007044,01/28/16,,2176,150589,6207000200
80007043,01/28/16,,1088,150589,6207000200
80007028,01/28/16,,544,150589,6207000200
80007072,01/28/16,,952,150589,6207000200
70004712,01/28/16,,272,150589,6207000200
80007028,01/28/16,,272,150589,6207000200
80007028,01/28/16,,272,150589,6207000200
80007046,01/28/16,,272,150589,6207000200
70004670,01/28/16,,816,150589,6207000200
80007046,01/28/16,,272,150589,6207000200
80007038,01/28/16,,136,150589,6207000200
80007046,01/28/16,,136,150589,6207000200
80007039,01/28/16,,544,150589,6207000200
80007039,01/28/16,,272,150589,6207000200
80007045,01/28/16,,544,150589,6207000200
80007038,01/28/16,,272,150589,6207000200
80007046,01/28/16,,544,150589,6207000200
80007039,01/28/16,,680,150589,6207000200
70004655,01/28/16,,272,150589,6207000200
70004668,01/28/16,,204,150589,6207000200
70004660,01/28/16,,204,150589,6207000200
80007046,01/28/16,,408,150589,6207000200
80007046,01/28/16,,272,150589,6207000200
70004696,01/28/16,,544,150589,6207000200
70004676,01/28/16,,408,150589,6207000200
70005062,01/24/17,,29.4,150249,6207000203
80007046,01/28/16,,544,150589,6207000200
70004689,01/20/16,,3.5,155732,6207001003
70004689,01/20/16,,7.6,155732,6207001003
70004689,01/20/16,,24,155732,6207001003
70004689,01/20/16,,12,155732,6207001003
70004689,01/20/16,,11,155732,6207001003
70004689,01/20/16,,3.8,155732,6207001003
70004689,01/20/16,,37.7,155732,6207001003
70004689,01/20/16,,2.5,155732,6207001003
70004689,01/20/16,,7.8,155732,6207001003
70004689,01/28/16,,270,155257,6207000201
70004689,01/28/16,,140,155257,6207000201
70004676,01/25/16,,20,151355,6207000203
70004676,01/29/16,,41,151355,6207000200
70004664,01/29/16,,87.5,151355,6207000200
70004664,01/29/16,,102.5,151355,6207000200
80011129,02/06/18,,890,156140,6207000200
70004673,01/29/16,,160,155980,6207000202
80007044,01/29/16,,318.2,155980,6207000202
80007046,01/29/16,,660,155980,6207000202
80007046,01/29/16,,920,155980,6207000202
70004726,01/27/16,,240,150687,6297000000
70004721,01/27/16,,320,150687,6297000000
70004812,01/29/16,,28.4,150249,6207000203
70004810,01/29/16,,15.5,150249,6207000203
70004792,01/29/16,,134.4,150249,6207000203
70004139,02/06/14,,120,151198,6207001404
70004139,02/06/14,,180,151198,6207001404
70004139,02/06/14,,80,151198,6207001404
70004139,02/06/14,,240,151198,6207001404
70004139,02/06/14,,120,151198,6207001403
70004105,02/05/14,,323.6,250350,6207001404
70004105,02/05/14,,61.6,250350,6207001404
70004105,02/05/14,,19.7,250350,6207001404
70004105,02/05/14,,88.6,250350,6207001404
70004105,02/05/14,,98.5,250350,6207001404
70004105,02/05/14,,36.6,250350,6207001404
70004105,02/05/14,,543.5,250350,6207001404
70004481,02/04/15,,165.2,151365,6207000203
80007023,01/25/16,,2900,151355,6207000201
70004799,01/19/16,,1069,151355,6207000201
70004797,01/19/16,,80,151355,6207000202
70004792,01/29/16,,-134.4,150249,6207000203
70004792,01/29/16,,89.8,150249,6207000203
70004796,01/27/16,,220,153445,6207000202
70004796,01/27/16,,1360,153445,6207000203
70004796,01/27/16,,110,153445,6207000202
80007023,01/19/16,,888,151355,6207000201
80007023,01/19/16,,721.5,151355,6207000201
80007050,01/19/16,,174,151355,6207000201
80007079,01/19/16,,414,151355,6207000201
80007025,01/29/16,,220,155980,6207000202
70004687,01/29/16,,153.9,155980,6207000203
80007046,01/29/16,,1320,155980,6207000202
80007046,01/29/16,,420,155980,6207000202
80007046,01/29/16,,587.8,155980,6207000202
80007046,01/29/16,,360,155980,6207000202
70004678,01/29/16,,200,155980,6207000202
70004676,01/29/16,,220,155980,6207000202
70004992,01/27/17,,408,150589,6207000200
70004995,01/27/17,,544,150589,6207000200
70004998,01/27/17,,952,150589,6207000200
70004999,01/27/17,,272,150589,6207000200
70005026,01/27/17,,680,150589,6207000200
70005032,01/27/17,,680,150589,6207000200
80007600,01/27/17,,816,150589,6207000200
80007601,01/27/17,,1632,150589,6207000200
80007602,01/27/17,,1088,150589,6207000200
80007603,01/27/17,,544,150589,6207000200
80007604,01/27/17,,5576,150589,6207000200
80007605,01/27/17,,544,150589,6207000200
80007606,01/27/17,,544,150589,6207000200
70004966,01/30/17,,544,150589,6207000200
70004970,01/30/17,,1360,150589,6207000200
70004975,01/30/17,,408,150589,6207000200
70004980,01/30/17,,408,150589,6207000200
70004997,01/30/17,,136,150589,6207000200
70005021,01/30/17,,1088,150589,6207000200
80007601,01/30/17,,272,150589,6207000200
80007602,01/30/17,,1394,150589,6207000200
80007604,01/30/17,,1088,150589,6207000200
80007606,01/30/17,,408,150589,6207000200
80007619,01/30/17,,4862,150589,6207000200
80007679,01/30/17,,2312,150589,6207000200
80007720,01/30/17,,3264,150589,6207000200
70004990,01/16/17,,1095.6,250309,6207000203
80007603,01/20/17,,4100,155418,6207000201
70005077,01/24/17,,-35.7,150249,6207000203
80011973,02/06/19,,2640,153334,6207000203
80011974,02/06/19,,2160,153334,6207000203
80011973,02/06/19,,2160,153334,6207000203
80011974,02/06/19,,1200,153334,6207000203
80011995,02/06/19,,1066,151468,6207000203
80011995,02/06/19,,164,151468,6207000203
80007046,01/27/16,,3802,150687,6207001101
70004719,01/27/16,,2465.6,150687,6297000000
70004724,01/27/16,,246.6,150687,6297000000
70004726,01/27/16,,1725.9,150687,6297000000
70004726,01/27/16,,1479.4,150687,6297000000
70004737,01/27/16,,123.3,150687,6297000000
70004731,01/27/16,,246.6,150687,6297000000
70004736,01/27/16,,123.3,150687,6297000000
70004725,01/27/16,,616.4,150687,6297000000
70004726,01/27/16,,863,150687,6297000000
70004723,01/27/16,,246.6,150687,6297000000
70004719,01/27/16,,2588.9,150687,6297000000
70004719,01/27/16,,2588.9,150687,6297000000
70005077,01/30/17,,888,151355,6207000200
70004982,01/30/17,,240,153334,6207000200
80007603,01/30/17,,1410,153334,6207000200
80007604,01/30/17,,2040,153334,6207000200
80007619,01/30/17,,7830,153334,6207000200
80007679,01/30/17,,480,153334,6207000200
80011975,02/08/19,,285,151355,6207000203
70005378,02/13/19,91101928,37.5,153144,6207000203
70005378,02/13/19,91101931,70.8,153144,6207000203
80007078,01/28/16,,235.3,151112,6207000203
80007078,01/28/16,,47.7,151112,6207000203
80007078,01/28/16,,198.2,151112,6207000203
80007078,01/28/16,,8.9,151112,6207000203
80007078,01/28/16,,114,151112,6207000203
80007078,01/28/16,,68.4,151112,6207000203
80007078,01/28/16,,61.7,151112,6207000203
70004681,01/28/16,,360,153447,6207000203
70004681,01/28/16,,170,153447,6207000203
80007027,01/28/16,,348,153447,6207000203
80007044,01/28/16,,880,153447,6207000203
70004662,01/28/16,,240,153447,6207000203
70004662,01/28/16,,300,153447,6207000203
70004661,01/28/16,,680,153447,6207000203
80007042,01/28/16,,1885,153447,6207000203
80007025,01/19/16,,600,154970,6207000202
70004689,01/19/16,,1300,151355,6207000202
70004689,01/28/16,,55.6,150583,6207000203
70004688,01/28/16,,658.8,150583,6207000203
70004694,02/01/16,,11.3,151365,6207000203
70004694,02/01/16,,12.7,151365,6207000203
70005208,02/08/19,,-105,152233,6207000200
70004677,01/29/16,91101005,406,155231,6207000203
70004683,01/29/16,91100625,208,155231,6207000203
70004672,01/29/16,91100206,236,155231,6207000203
70005380,02/08/19,,5000,155448,6207000202
80007620,01/30/17,,320,150687,6207001101
80007620,01/30/17,,160,150687,6207001101
70004975,01/30/17,,136,150589,6207000200
70004982,01/30/17,,272,150589,6207000200
70004987,01/30/17,,2040,150589,6207000200
70004999,01/30/17,,408,150589,6207000200
70005021,01/30/17,,1360,150589,6207000200
70005057,01/30/17,,1224,150589,6207000200
80007619,01/30/17,,5168,150589,6207000200
80007679,01/30/17,,816,150589,6207000200
80007682,01/30/17,,1292,150589,6207000200
80007735,01/30/17,,340,150589,6207000200
70004973,01/31/17,,272,150589,6207000200
70004984,01/31/17,,1224,150589,6207000200
70004987,01/31/17,,1768,150589,6207000200
70004988,01/31/17,,1292,150589,6207000200
70004997,01/31/17,,272,150589,6207000200
70004485,02/13/15,,578.9,150583,6207000203
70005000,01/31/17,,272,150589,6207000200
70004485,02/10/15,,393,150583,6207000203
70005002,01/31/17,,136,150589,6207000200
70004460,02/12/15,,371.7,150583,6207000203
70005011,01/31/17,,408,150589,6207000200
70005021,01/31/17,,1360,150589,6207000200
80007619,01/31/17,,816,150589,6207000200
80007679,01/31/17,,272,150589,6207000200
70004485,02/12/15,,301.5,150583,6207000203
80007720,01/31/17,,1632,150589,6207000200
80007735,01/31/17,,408,150589,6207000200
70004688,01/29/16,,380,450720,6207000201
80012026,02/12/19,,114,151355,6207000200
70005373,02/06/19,,390,156084,6207000201
70005392,02/13/19,,430.6,153493,6207000203
70004689,01/04/16,,430,150465,6207000203
70004689,01/21/16,,250,150465,6207000201
80011949,02/15/19,,2692,156140,6207000203
80012028,02/15/19,,15.8,151365,6207000203
80012028,02/15/19,,23.7,151365,6207000203
80012028,02/15/19,,38.5,151365,6207000203
80012011,02/15/19,,9.4,151365,6207000203
80012011,02/15/19,,56.4,151365,6207000203
80012011,02/15/19,,75.2,151365,6207000203
80012018,02/15/19,,3.8,151365,6207000203
80012018,02/15/19,,39.5,151365,6207000203
80012018,02/15/19,,1.4,151365,6207000203
80011988,02/15/19,,98.5,150508,6207000203
80011988,02/15/19,,870,150508,6207000203
80012011,02/15/19,,310,450466,6207000202
80012011,02/15/19,,790,450466,6207000202
70005384,02/15/19,,1170,155903,6207000201
70004660,02/04/16,,669.3,151112,6207000201
70004689,01/31/16,,173,152233,6207000203
80007077,02/04/16,,105.3,150249,6207000201
70004810,02/04/16,,25,150249,6207000203
80007113,01/27/16,,3600,155448,6207000202
80011989,01/30/19,,-463.8,150508,6207000203
80011989,02/01/19,,243.8,150508,6207000203
70004702,01/29/16,,45,154767,6207000202
70004660,01/28/16,,250,156084,6207000203
70004660,01/28/16,,240,156084,6207000201
70005335,02/14/19,,732,151198,6207000201
80012015,02/14/19,,190,154494,6207000203
80012052,02/14/19,,360,155632,6207000203
80012052,02/14/19,,25,155632,6207000203
80012052,02/14/19,,300,155632,6207000203
70005235,02/09/18,,264.8,155166,6207001003
70005235,02/09/18,,36.8,155166,6207001003
70005235,02/09/18,,534.7,155166,6207001003
80011130,02/12/18,,1320,151355,6207000200
70005235,02/12/18,,169.2,151365,6207000203
70005235,02/12/18,,206.8,151365,6207000203
70005193,02/12/18,,31.5,150993,6207000203
70005193,02/12/18,,270,150993,6207000203
70005193,02/12/18,,335,150993,6207000203
70005193,02/12/18,,131.7,150993,6207000203
70005178,02/12/18,,100,150993,6207000203
70005193,02/12/18,,31.5,150993,6207000203
70005193,02/12/18,,19.5,150993,6207000203
70005193,02/12/18,,32.6,150993,6207000203
70005193,02/12/18,,27.7,150993,6207000203
70005193,02/12/18,,44.1,150993,6207000203
70005193,02/12/18,,31,150993,6207000203
70005193,02/12/18,,5.2,150993,6207000203
70005193,02/12/18,,4.7,150993,6207000203
70005193,02/12/18,,6,150993,6207000203
70005193,02/12/18,,6,150993,6207000203
70005193,02/12/18,,7.9,150993,6207000203
70005193,02/12/18,,5.4,150993,6207000203
70005192,02/12/18,,12.7,150993,6207000203
70005245,02/13/18,,3308.4,154891,6207000203
70005245,02/13/18,,480,154891,6207000201
70004995,01/31/17,,56.5,150508,6207000203
70004995,01/31/17,,22.3,150508,6207000203
70004995,01/31/17,,51,150508,6207000203
70005008,01/27/17,,15.3,151365,6207000203
70005008,01/27/17,,23,151365,6207000203
70005008,01/27/17,,14.5,151365,6207000203
70004990,01/31/17,,870,153447,6207000203
70005005,01/31/17,,480,153447,6207000203
70004994,01/31/17,,740,153447,6207000203
80007606,01/31/17,,270,153447,6207000203
80007605,01/31/17,,880,153447,6207000203
80007619,01/31/17,,940,153447,6207000203
70005009,02/01/17,,-845,155731,6207001403
70005009,01/05/17,,845,155731,6207001403
80007620,01/31/17,,200,155980,6207000202
80007619,01/31/17,,1300,155980,6207000202
80007620,01/31/17,,500,155980,6207000202
80007619,01/31/17,,840,155980,6207000202
80007619,01/31/17,,460,155980,6207000202
80007619,01/31/17,,740,155980,6207000202
80007619,01/31/17,,320,155980,6207000202
80007619,01/31/17,,1400,155980,6207000202
80007604,01/31/17,,320,155980,6207000202
80007764,01/31/17,,320,155980,6207000202
80007764,01/31/17,,510.2,155980,6207000202
70004988,01/31/17,,19.7,151365,6207000203
70004988,01/31/17,,19.7,151365,6207000203
70004988,01/31/17,,4.5,151365,6207000203
70004969,01/31/17,,7.2,151365,6207000203
70004969,01/31/17,,11.9,151365,6207000203
70004969,01/31/17,,9.4,151365,6207000203
70005019,01/31/17,,47.7,150583,6207000203
70005019,01/31/17,,27.5,150583,6207000203
70005019,01/31/17,,4.8,150583,6207000203
70005019,01/31/17,,4.6,150583,6207000203
70005019,01/31/17,,13.5,150583,6207000203
80007600,02/01/17,,-1950,150589,6207000202
80007600,01/18/17,,1950,150589,6207000202
70004969,01/31/17,,-7.2,151365,6207000203
70004969,01/31/17,,-11.9,151365,6207000203
70004969,01/31/17,,-9.4,151365,6207000203
70004969,02/01/17,,7.2,151365,6207000203
70004969,02/01/17,,11.9,151365,6207000203
70004969,02/01/17,,9.4,151365,6207000203
70004500,02/04/15,,85,155549,6207000201
80007759,02/02/17,,955,155628,6207000203
70005003,02/02/17,,1089.3,155305,6207000203
70004460,02/13/15,,188,151365,6207000203
70004493,02/13/15,,253.9,151365,6207000203
70004454,02/09/15,,108.7,151365,6207000203
70004452,02/13/15,,242.5,151365,6207000203
70005193,02/08/18,,276,150249,6207000203
80006653,02/13/15,,267,151365,6207000203
70004612,02/16/15,,54,150249,6207000203
70004470,02/16/15,,197.4,151365,6207000203
70005235,02/09/18,91100206,590,155231,6207000203
70005235,02/09/18,91100625,1560,155231,6207000203
70005235,02/09/18,91101546,16.3,151466,6207000203
70005235,02/09/18,91100126,25,151466,6207000203
70004497,02/17/15,,200,155549,6207000201
80006648,02/18/15,,544,150589,6207000200
70004509,02/18/15,,476,150589,6207000200
70004680,01/27/16,,97.1,156096,6207000201
70004680,01/27/16,,51.8,156096,6207000201
70004465,02/18/15,,544,150589,6207000200
80006649,02/18/15,,1088,150589,6207000200
70004452,02/18/15,,272,150589,6207000200
70004452,02/18/15,,340,150589,6207000200
70004487,02/18/15,,408,150589,6207000200
70004481,02/18/15,,272,150589,6207000200
80006648,02/18/15,,1156,150589,6207000200
70004485,02/18/15,,136,150589,6207000200
70004452,02/18/15,,1360,150589,6207000200
70004465,02/18/15,,816,150589,6207000200
70004469,02/18/15,,714,150589,6207000200
70004451,02/18/15,,544,150589,6207000200
70004483,02/18/15,,272,150589,6207000200
70004535,02/18/15,,680,150589,6207000200
70004539,02/18/15,,680,150589,6207000200
70004477,02/18/15,,272,150589,6207000200
70004483,02/18/15,,816,150589,6207000200
70004537,02/18/15,,272,150589,6207000200
80006647,02/18/15,,816,150589,6207000200
80012025,02/13/19,,816,155788,6207001101
70004705,02/03/16,,32.8,150508,6207001003
70004705,02/03/16,,23.9,150508,6207001003
80012043,02/18/19,,82,151360,6207000203
70005014,01/19/17,,3100,153943,6207000201
80012043,02/18/19,,960,156593,6207000200
80011987,02/18/19,,240,156593,6207000200
80012028,02/18/19,,240,156593,6207000200
80012012,02/18/19,,240,156593,6207000200
80012009,02/18/19,,240,156593,6207000200
80012014,02/18/19,,240,156593,6207000200
70005396,02/18/19,,2448,150589,6207000200
80011988,02/18/19,,816,150589,6207000200
80012040,02/18/19,,884,150589,6207000200
80012039,02/18/19,,272,150589,6207000200
80012038,02/18/19,,1292,150589,6207000200
80012037,02/18/19,,816,150589,6207000200
80012036,02/18/19,,1904,150589,6207000200
80012035,02/18/19,,272,150589,6207000200
80012032,02/18/19,,408,150589,6207000200
80012029,02/18/19,,272,150589,6207000200
80012024,02/18/19,,272,150589,6207000200
80012022,02/18/19,,884,150589,6207000200
80012017,02/18/19,,340,150589,6207000200
80012015,02/18/19,,408,150589,6207000200
80012011,02/18/19,,1734,150589,6207000200
80012010,02/18/19,,408,150589,6207000200
80012006,02/18/19,,272,150589,6207000200
80012003,02/18/19,,272,150589,6207000200
80012058,02/19/19,,666,151355,6207000200
80012064,02/19/19,,164,151355,6207000200
80011824,02/19/19,,50000,151373,6207000203
80011222,02/12/18,,31.5,150508,6207000203
80011222,02/12/18,,47.7,150508,6207000203
80011222,02/12/18,,8.4,150508,6207000203
70005368,02/19/19,,70,156043,6207000200
70004268,02/19/14,,152,150249,6207000203
80011166,02/12/18,,117.5,151365,6207000203
80011166,02/12/18,,62,151365,6207000203
80011166,02/12/18,,2.4,151365,6207000203
80011166,02/12/18,,5.3,151365,6207000203
80011166,02/12/18,,38.7,151365,6207000203
70005208,02/12/18,,11.6,151365,6207000203
70005208,02/12/18,,3,151365,6207000203
70005208,02/12/18,,31,151365,6207000203
80011142,02/12/18,,9.4,151365,6207000203
80011142,02/12/18,,9.4,151365,6207000203
80011142,02/12/18,,11.8,151365,6207000203
80011142,02/12/18,,1.7,151365,6207000203
80011142,02/12/18,,0.4,151365,6207000203
80011142,02/12/18,,0.2,151365,6207000203
80011142,02/12/18,,4.7,151365,6207000203
80011142,02/12/18,,3.3,151365,6207000203
80011184,02/12/18,,225,151365,6207000203
80011184,02/12/18,,3.3,151365,6207000203
80011184,02/12/18,,6,151365,6207000203
80011184,02/12/18,,5.6,151365,6207000203
80011184,02/12/18,,5.6,151365,6207000203
80011224,02/12/18,,4.7,151365,6207000203
80011224,02/12/18,,13.8,151365,6207000203
80011164,02/12/18,,127.8,151365,6207000203
80011164,02/12/18,,188,151365,6207000203
80011164,02/12/18,,22.6,151365,6207000203
70005241,02/12/18,,210.6,151365,6207000203
80011142,02/12/18,,601.6,151365,6207000203
80011108,02/01/18,,498.8,450466,6207000202
80011108,02/01/18,,350,450466,6207000202
80011106,02/01/18,,380,450466,6207000202
80011130,02/01/18,,330,450466,6207000200
80011132,02/01/18,,620,450466,6207000202
80011172,02/01/18,,200,450466,6207000202
80011128,02/01/18,,819,450466,6207000202
